PROJECT_TITLE,ABSTRACT_TEXT,CORE_PROJECT_NUM,PI_NAMEs,ORG_NAME,FISCAL_YEAR,SOURCE,EXP_HEAVY_METALS,EXP_AIR_POLLUTION,EXP_PFAS,EXP_PESTICIDES,EXP_PHTHALATES_BPA,EXP_SOLVENTS,EXP_PAHS_DIOXINS_PCBS,EXP_FLAME_RETARDANTS,EXP_MICROPLASTICS,EXP_NITRATES,MECH_NEURODEGENERATION,MECH_INFLAMMATION,MECH_OXIDATIVE_MITOCHONDRIAL,MECH_ENDOCRINE,MECH_MICROBIOME,MECH_IMMUNE_DYSFUNCTION,MECH_DNA_DAMAGE,MECH_EPIGENETIC,MECH_RECEPTOR_SIGNALING,MECH_SENESCENCE_CELL_DEATH,MECH_BARRIER_DISRUPTION,ORGAN_BRAIN_NERVOUS,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_CARDIOVASCULAR,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_SKIN,ORGAN_ENDOCRINE,TYPE_MECHANISTIC,TYPE_TOXICITY_SCREENING,TYPE_BIOMARKER,TYPE_RISK_ASSESSMENT,TYPE_INTERVENTION,TYPE_METHODS,TYPE_CONFERENCE,TYPE_CENTER_CORE,ADMINISTERING_IC,STAGE_EXPOSURE_CHAR,STAGE_TOXICITY,STAGE_MECHANISM,STAGE_HEALTH_OUTCOME,STAGE_INTERVENTION,PARTICLE_MICRO,PARTICLE_NANO,PARTICLE_FIBER,PARTICLE_ADDITIVE,MODEL_INVITRO,MODEL_RODENT,MODEL_ZEBRAFISH,MODEL_OTHER_ANIMAL,MODEL_HUMAN,MODEL_ENVIRONMENTAL,END_UPTAKE,END_INFLAMMATION,END_OXIDATIVE,END_GUT_MICROBIOME,END_REPRODUCTIVE,END_CARDIOVASCULAR,END_RESPIRATORY,END_NEURO,END_IMMUNE,END_GENOTOXIC,LLM_MECH_OXIDATIVE,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR,LLM_MECH_CELL_DEATH,LLM_OTHER_MECHANISMS,LLM_MECH_METABOLIC,doi,pub_date,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE,FIRST_LAST_AUTHOR_ORG,LLM_HUMAN_HEALTH_RELEVANT,LLM_CONFIDENCE,LLM_STUDY_DETECTION,LLM_STUDY_EXPOSURE_ASSESSMENT,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_RECEPTOR_SIGNALING,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL
"Sexually Dimorphic Metabolic Dysfunction in Sprague-Dawley Rat Offspring after Gestational Exposure to MNP aerosols Phoebe A. Stapleton, Taina L. Moore, Samantha Adams","Micro- and nanoplastic (MNP) exposure occurs throughout the life span. Human studies have revealed MNP deposition within the placenta and meconium, highlighting maternal and fetal exposure during pregnancy and development, respectively. Our laboratory has identified that MNP exposure during pregnancy leads to deposition within the fetal tissues, an outcome maintained in the postnatal period. Unfortunately, the health effects of these prenatal exposures in adulthood remain undefined. The purpose of this study was to provide an initial assessment of offspring metabolic health. Pregnant Sprague-Dawley rats were exposed to polyamide (nylon) MNP at a target concentration of 10 mg/m3 from gestational day (GD) 5 through GD 19 (n=6) or remained as naïve controls (n=6). Rats delivered in-house and remained with their mother until weaning at postnatal day 25. Rats were weighed throughout the postnatal and adult periods. Offspring were housed with same-sex siblings and provided normal chow and water ad libitum. A single male and female rat were randomly selected as representatives from each litter. Rats were fasted for 5 hours at 15 weeks and injected i.p. with 2mg/kg of glucose for glucose tolerance tests; rats were fasted for 4 hours at 17 weeks and injected i.p. with 0.75U/kg insulin for insulin tolerance tests. Blood glucose was measured via glucometer at 15, 30, 60, 90, 120, and 180 minutes for both assessments. Mean arterial pressure (MAP) was assessed at 22 weeks of age, followed by sacrifice and tissue collection. Multiplex analyses of inflammatory and metabolic markers were conducted. There were no significant difference in pup number or sex between litters. Pup weights, representative of growth, were not different at any time point measured. MAP was not different between groups. Glucose tolerance tests revealed a significant elevation of glucose in the female-exposed pups at approximately 120 minutes post glucose injection, indicative of insulin resistance. No differences were identified after insulin challenge between groups. Multiplex assessments are pending at the time of abstract submission. The impacts of MNP exposures are under evaluation. Given the estimated exponential increase in plastic production and current evidence of fetal exposures, it is vital to identify the current and future health concerns pertaining to MNP exposure. Supported By: R01-ES-031285, P30-ES-005022, T32-ES-007148, Herbert W. Hoover Foundation",CONF_3354,Phoebe A. Stapleton,Rutgers University,2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,1,1,0,1,0,0,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,metabolic dysfunction,1.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"Smaller Plastics, Bigger Risks How Sub-micron IR (O-PTIR) Reveals the Invisible Threat of Nanoplastics and","Vibrational spectroscopic techniques such as Infrared (IR) and Raman spectroscopy hold great promise as label free imaging and broad chemical characterizing techniques, however both IR and Raman suffer from major limitations. Traditional IR spectroscopy (FTIR/QCL) has been held back from greater adoption in life sciences due issues such as poor spatial resolution (10-20 micron), poor reflection mode operation and major water interferences. Raman suffers greatly from limited sensitivity for important functional groups and autofluorescence interference of weak Raman scatter. These issues have now been overcome with the breakthrough technique of Optical Photothermal IR (O-PTIR) spectroscopy, providing for submicron IR spatial resolution, improved water compatibility and high-quality spectra in reflection mode. Furthermore, and in a world first, the optical microscopy platform provides for submicron simultaneous IR+Raman - measurements at the same time, from the same spot with the same resolution. 118 O-PTIR is being used to investigate various tissue types for micro-nano plastic contamination. We will highlight how this multimodality system helps to isolate microplastics in tissues, using Fluorescence guidance. Followed by submicron IR spectroscopy which can be used to identify MP/NP’s in tissues. From this identification additional measurements of surrounding tissue can be taken to look for changes in the areas near and away from the MP contamination. Changing the focus and understanding of human health impacts caused by the ingestion, inhalation and then circulation of MP/NP’s in the human body.",CONF_3355,Microplastics,"Jay Anderson1, Eoghan Dillion, Mustafa Kansiz, Ting Yan1 | 1 Photothermal Spectroscopy Corp",2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Source apportionment and risk assessment of microplastics and nanoplastics in the glaciers of the North-Western Himalayas,"Microplastics (MPs) and nanoplastics (NPs) have been largely studied in marine environments, but there lies a significant gap in assessing their occurrence and impacts in glacier environments. This study investigates the occurrence and pollution risks of MPs and NPs in glaciers, suspended air, and dry deposition across the northwestern Himalayas. MPs concentration ranged from 1000 particles m-3 in Kolahai glacier to 151000 particles m-3 in Thajwas glacier. In suspended air, MPs occurred at 5 particles m-3, while dry deposition samples showed a concentration ranging from 1-13 particles m-2 d-1. Dynamic light scattering (DLS) confirmed the presence of NPs in all glaciers, with sizes varying between 31-689 nm in Thajwas glacier and 360-953 nm in Harmukh glacier. HYSPLIT modelling revealed that air masses reaching Himalayan glaciers predominantly originate from global sources (75%). The pollution load index (PLI) ranged from 3.9 (hazard category I) to 40 (hazard category IV), indicating moderate to excessive pollution of glaciers. While as polymer hazard index (PHI) ranged from 10 (hazard category II) to 1987 (hazard category V), indicating medium to extreme danger due to presence of polyvinyl chloride (PVC) and polyacrylonitrile (PAN). The presence of MPs and NPs accelerate glacier melting due to their light absorbing properties underscoring need for further studies.",CONF_3356,Shahid Ahmad Dar,"Department of Civil Engineering, National Institute of Technology Srinagar, J&K-190006, India",2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Spatial and Seasonal Patterns of Riverine Microplastics and Their Ecological Risks: A Case Study from the Cauvery River,"Ltd., Gurgaon, India, 122018 Microplastic (MP) pollution in freshwater ecosystems poses a growing global concern due to its persistence, ecological risks, and potential for long-range transport. This study assessed the abundance, characteristics, polymer composition, and ecological risks of MPs in surface water from 19 sites along the Cauvery River, Tamil Nadu, India, during the dry (February) and wet (November) seasons. MP concentrations ranged from 0.52 to 6.16 particles L⁻¹, with higher values observed during the wet season, highlighting seasonal influences on transport and accumulation. Identified morphotypes included fibers, films, fragments, pellets, and beads, with fibers dominating. Most particles ranged between 500–1000 µm in size. Scanning electron microscopy indicated advanced weathering features such as cracks, fibrils, and surface pitting. Polymer analysis using µ-FTIR, Raman spectroscopy, and pyrolysis-GC/MS confirmed the presence of polyethylene (PE), polyethylene terephthalate (PET), polystyrene (PS), and polyamide (PA). The polymer hazard index (PHI) varied from 20.2 to 29.65, classifying all sites as moderate hazard (Class III). Comparative insights with other Indian and international freshwater systems suggest that urban, industrial, and agricultural activities significantly influence MP pollution in the Cauvery River. These findings emphasize the importance of region-specific monitoring and management strategies to mitigate both point and non-point sources of MP contamination in riverine environments.",CONF_3357,Girija Prasad,CIPET:SARP-LARPM,2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,0,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
The Agency for Toxic Substance and Disease Registry: Necessities and Data Gaps for Addressing the Environmental Exposures of Micro- and Nanoplastics and Resulting Health Impacts,"Under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 and the Superfund Amendments and Reauthorization Act of 1986, ATSDR has expert knowledge on the health effects of toxic chemicals and has developed critical resources for public health professionals, including toxicological profiles, minimal risk levels (MRLs), ToxFAQs, ToxGuides, and biomonitoring data. This presentation will highlight ATSDR’s efforts to address the emerging contaminants of microplastics and nanoplastics (MNPLs). The National Center for Environmental Health (NCEH)/ATSDR’s Microplastics and Human Health workgroup has assessed data needs and gaps by publishing eight peer-reviewed manuscripts, including four review articles, and has integrated findings from exposure to over 400 chemical substances associated with plastics manufacturing, as outlined in 98 toxicological profiles. 106 Preliminary results suggested that humans are commonly exposed via all routes (i.e., dermal, inhalation, oral), to microplastics (< 5 mm) and nanoplastics (< 0.1 µm) from commercialized plastic polymers including polyethylene (PE), polypropylene (PP), polyethylene terephthalate (PET), polystyrene (PS), polyvinyl chloride (PVC), polyurethane (PUR), and others. Multiple metrics have been used to estimate exposure and human health risk, including the combination of plastic polymer type (i.e., composition), concentration as determined by particle count and mass per volume or mass, and the physicochemical properties of plastic particles. Reported health effects involve the digestive, respiratory, neurological, and immune systems, as well as cancer. By applying ATSDR’s toxicological profiles, biomonitoring of environmental chemicals, and the framework for assessing health impacts from multiple chemicals, researchers can better design epidemiological and toxicological studies to assess MNPL health impacts and inform public health strategies. This work underscores ATSDR’s role in advancing the evidence base on emerging environmental threats to safeguard community health.",CONF_3358,Custodio V. Muianga,"1Agency for Toxic Substance and Disease Registry (ATSDR), Office of Innovation and Analytics, Atlanta, GA | 2CDC-ATSDR ORISE Fellowship, Atlanta, GA | 3ATSDR, Office of ATSDR Associate Director, Atlanta, GA",2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,0,1,0,0,0,0,,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
The Effect of Environmental Micro- and Nanoplastics on Human Joint Health 130,"Introduction: With 460 million tons of plastic produced in 2024, environmental microplastics, <5 mm, and nanoplastics, <100 nm, (eMNP) are ubiquitous in air, food and water. eMNPs contain endocrine-disrupting chemicals (EDC) that may cross biological barriers to organs like the brain and fetus, potentially resulting in inflammation, oxidative stress and altered cellular apoptosis signaling. To date, the effects of eMNPs on human musculoskeletal tissue remain unknown. A scoping review on the impact of eMNPs on musculoskeletal health was performed to assess the current knowledge. Methods: A literature review using the PRISMA-SCR protocol identified 124 publications on eMNP effects on musculoskeletal tissues. Studies on joint replacements and those using animal or in vitro models were excluded. 22 articles met inclusion criteria; ten were review articles referencing data from in vitro and animal studies but providing insight into the biochemical and physiological effects of eMNPs. Data on eMNP, tissue, arthritis, methods used and study design were extracted from the remaining 12 articles. Results: Six articles found eMNPs in human tissues (cartilage, bone, synovium, synovial fluid, muscle, intravertebral discs and bone marrow) resected during planned surgeries. Of these, only three used plastic-free sample extraction and analysis protocols. Five cross-sectional studies correlating urinary phthalate metabolite levels with arthritis and a case study of arthritis in a deceased plastic sculpture artist were identified. Mentioned plastics included polypropylene, polyethylene, polyvinyl chloride, and polystyrene. eMNP and EDC presence correlate with elevated inflammatory markers (IL-1b, TNF-𝜶 and IL-6), oxidative stress and anti-androgenic activity. Smaller nanoplastics were more toxic, crossing biological barriers more easily. Conclusions: This scoping review found evidence that eMNPs migrate into human musculoskeletal tissues. Currently, existing studies are primarily in vitro or animal models using spherical lab-made MNPs, unlike the irregular contours of eMNPs, making correlation unknown. No studies have quantified the absorption, distribution, metabolism or excretion of eMNPs in humans. Inconsistent use of plastic-free laboratory protocols may limit results; but, evidence suggests that eMNPs may contribute to joint degeneration and arthritis. Due to the increasing global burden of arthritic disease, future research should be performed to quantify musculoskeletal effects of eMNPs on humans.",CONF_3359,Ricki Sheldon,A.T. Still University,2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,1,1,1,1,0,0,1,0,0,,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
The Effects of Nano-Microplastics Exposure on Alzheimer’s Disease Pathology Characterized in APP/PSEN1 Mice,"Alzheimer’s disease and related dementias (AD/ADRD) are one of the most prevalent cognitive disorders, affecting more than 6 million Americans over the age of 65. While the exact cause of AD and ADRD is still unknown, several risk factors have been identified, including exposure to environmental toxins. In recent years, nano- and microplastics (NMPs), defined as particles ≤ 1 µm and ≤ 5 mm in size, respectively, have emerged as pervasive environmental pollutants. Previous studies have shown NMPs are able to accumulate in peripheral tissues throughout the body of both humans and mice, raising concerns regarding their potential health impacts. Furthermore, NMPs have been demonstrated to cross the blood-brain barrier to accumulate through the brain, resulting in alterations in cognitive behavior and immune markers consistent with neurological disease. We recently demonstrated that polystyrene (PS)-NMPs exposure in transgenic mice carrying the APOE4 variant, the largest known risk-factor for developing AD, resulted in marked sex-dependent alterations in locomotion and recognition memory, as well as changes to astrocytic and microglial markers in the brain. Building on these results, we are now examining the effects of NMPs exposure in a mouse model of Alzheimer’s disease pathology (APP/PSEN1). Specifically, this study aims to determine whether chronic exposure to 0.1 µm and 2 µm polystyrene NMPs influences the onset and/or progression of amyloid-beta plaque deposition, alters neuroimmune markers, and affects cognitive function. Preliminary results indicate that chronic exposure to PS-NMPs in APP/PSEN1 mice worsens cognitive impairments, while plaque accumulation was observed to increase taking into account the plaque variability of the family line. Ongoing analyses are also investigating the histological, biochemical, and immunological changes resulting from PS-NMPs exposure.",CONF_3360,Mackenzie Pavlik,"Department of Biomedical and Pharmaceutical Sciences, College of Pharmacy, University of Rhode Island Kingston, RI, USA | George and Anne Ryan Institute for Neuroscience, University of Rhode Island, Kingston, RI, USA",2026.0,CONFERENCE,0,0,0,0,,,,0,1,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,1,0,0,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
The State of Global Policy on Microplastics,"Plastic Pollution Coalition Microplastics are an immense planetary challenge, and thus to date hundreds of policies focused on monitoring and reducing both occurrence and environmental impacts have been implemented or proposed at the regional, national, and global levels. This session will include presentations from leaders at several U.S. based NGOs, including the Plastic Pollution Coalition, The 5 Gyres Institute, and The Pew Charitable Trusts, summarizing recent and current policy efforts with a focus specifically on microplastics in the US, local states, and global policy landscape. Panelists will present on the the Global Plastic Laws database, the #MicroplasticsFreeUS campaign, Pew's Breaking the Plastic Wave 2025 report, as well as efforts by the Scientists Coalition for an Effective Plastics Treaty; and how these activities are linked to recent relevant research developments. The session will close with an opportunity to discuss the future of microplastics research and policy, and how transdisciplinary collaboration can lead to science-informed policy.",CONF_3361,Julia Cohen,Plastic Pollution Coalition,2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"Tire Particles as Emerging Aquatic Pollutants: Detection, Composition, and Ecotoxicological Impacts","Tire particles (TPs) represent a growing concern in aquatic environments as a major source of micro- and nanoplastic pollution. Generated from tire wear and the recycling of end-of-life tires, these particles enter waterways through stormwater runoff from road surfaces, playgrounds, and artificial turf fields. Advances in analytical detection have enabled TP identification through chemical markers such as benzothiazole, 4-vinyl cyclohexene, and dipentene, as well as morphological characterization of irregularly shaped fragments and fibers ranging from the nano- to microscale. Tire rubbers comprise complex mixtures of synthetic and natural polymers, containing thousands of chemical additives including polycyclic aromatic hydrocarbons, antioxidants, plasticizers, and metals. These constituents leach into aquatic environments, contributing to mixture toxicity. Our recent studies demonstrate that both micro- and nano-sized tire particles, as well as their leachates, induce significant adverse effects in Daphnia magna and zebrafish, including reduced hatching success, impaired growth, and altered feeding behavior. These findings are supported by other studies showing similar toxicity in fish, algae, and invertebrates, emphasizing the broad ecological risk of tire-derived contaminants. Understanding how chemical composition, particle size, and source influence toxicity remains critical for predicting ecological risks and guiding mitigation strategies for tire particle pollution. 131",CONF_3362,Miranda Jackson,Oregon State University,2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,1,0,0,,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Toxins in Tandem: Dissecting the Combined Nephrocardiac Impact of Microplastics and Arsenic,"Micro- and nano-plastics (MNPs) are polymer particles. Microplastics are between 1 µm and 5 mm in diameter, while nanoplastics are less than 1,000 nm in diameter. The growing threat that MNPs present to both the environment and human health is troubling, considering plastic production is on the rise. MNPs will continue to accumulate in ecosystems, where they enter the food chain and pose serious health risks. The aim of this study was to determine how arsenic (As) co-exposure with polyethylene (PE) MNPs affects renal health in rats. It is possible that the combination of both contaminants may lead to more serious health effects than either would in solitude. Male and female rats were exposed to As, PE MNPs, or both for three months. Co-exposure in both male and female rats led to impaired growth. Organs and fluids (urine, plasma) were collected and analyzed with pyrolysis gas chromatography mass spectrometry (Py-GC/MS). PE accumulation was confirmed in both cardiovascular and renal tissues, with the co-exposed tissue having reduced levels of MNP retention. Additionally, creatinine, blood urea nitrogen (BUN), and estimated glomerular filtration rate (eGFR) were analyzed, finding that MNPs alone have a similar effect on kidney stress as As alone. A renin assay and Py-GC/MS analysis of the plasma and livers are currently ongoing.",CONF_3363,Sebastian Stoker,"1 Department of Pharmaceutical Sciences, The University of New Mexico, Albuquerque, New Mexico, USA | 2 Department of Emergency Medicine, The University of New Mexico, Albuquerque, New Mexico, USA | 3 Department of Cell Biology and Physiology, The University of New Mexico, Albuquerque, New Mexico, USA",2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,1,0,1,0,1,0,0,,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nephrotoxicity, cardiovascular toxicity, organ accumulation, renal function impairment",1.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Trace Level Quantitation of Micro- and Nanoplastics Utilizing Thermal Desorption and Pyrolysis–GC/MS Coupled with Selective Ion Monitoring: Development and Validation,"Belden5 1 Cove Sciences, Bioanalytics 2 Oklahoma State University, School of Civil and Environmental Engineering 3 Cove Sciences, Environmental 4 University of New Mexico Health Sciences, Department of Pharmaceutical Sciences 5 Oklahoma State University, Department of Biology Micro- and nanoplastics (MNPs) are now ubiquitous across atmospheric, aquatic, terrestrial, and biological systems, creating urgent challenges for environmental monitoring and risk assessment. Conventional techniques such as ATR-FTIR and SEM are constrained by particle size limits and surface dependence, while existing pyrolysis–gas chromatography mass spectrometry (py–GC/MS) workflows suffer from matrix-driven interferences, co-elution, signal inflation, and unstable detection limits. These limitations undermine reproducibility and routine trace-level monitoring, particularly in studies with limited sample mass such as bioaccumulation in tissues where trace level analysis is required for high-throughput routine analysis. We present an enhanced thermal desorption-pyrolysis-GC/MS (TD-py-GC/MS) workflow explicitly designed to stabilize performance and improve sensitivity and resolution for MNP analysis. A dual stage thermal desorption (TD) sequence removes volatile and semi-volatile interferences prior to pyrolysis, yielding cleaner chromatograms, reduced false positives, and additive-specific profiles that support source attribution to quality control. To streamline calibration, we developed a microwave-assisted digestion protocol for preparing multi-polymer standards, allowing trace level measurements aimed at creating high throughput calibration resources while reducing the reliance on current laborintensive microbalance methods. Using selective ion monitoring (SIM) to target diagnostic fragments, we achieved approximately 6-10 times lower method detection limits relative to full-scan acquisition across ten environmentally relevant polymers (PE, PET, PVC, PS, PP, PMMA, ABS, SBR, N6, and N66). The combined strategy mitigates matrix effects, improves quantitative robustness, and supports standardized, scalable deployment in environmental screening, regulatory monitoring, and mechanistic studies of plastic occurrence. Overall, Dual TD-py-GC/MS with SIM offers a practical, reproducible, and trace-sensitive solution to advance analytical quantitation of MNP research.",CONF_3364,Justin Scott,Cove Environmental,2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,1,0,0,,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Using narrative portraiture to understand experiences of plastics in the UNESCO Biosphere Reserve of Menorca (Spain),"At this point, the harms of plastics-derived pollution throughout the plastic life cycle are well documented in the peerreviewed literature. When it comes to humans, plastics' impacts range from the cellular to the socio-cultural. Plastics pollution is a global environmental injustice given the inequitable distributions of its harms and benefits. Plastics pollution is now considered to be ubiquitous in the global environment, and for all the awareness of plastics pollution and policies to ban or regulate plastics in certain applications, plastics production shows no sign of slowing. This research draws from 15 years of a transdisciplinary action research process called Zero Plastic in Biosphere Reserves, and presents findings from an innovative arts-based method for exploring ways in which people are impacted by and responding to plastics pollution as individuals and collectives, with the intention of answering the question: “What do we do about plastics pollution?” We will share our findings from developing and applying the draMatIzed naRRative pORtraiture (MIRROR) method to understand experiences of rapid global change through the case study example of plastics on the island and UNESCO Biosphere Reserve of Menorca (Balearic Islands, Spain). Through the resulting narrative portraits of 11 study participants, we gain insights into the stories that allow them to ""hold their own"" in their efforts to address plastics pollution and live with ongoing socioecological changes to their island, their well-being, and their way of life.",CONF_3365,Bethany Jorgensen,"1 NM-INSPIRES Center, University of New Mexico | 2 Global Development, Cornell University | 3 Civic Ecology Lab, Cornell University",2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Visualization of micro/nanoplastic (MNP) particles within historical and modern tissue samples of Dipodomys ordii,"Multiple studies have demonstrated that micro/nanoplastic particles are present in a variety of vital organs within humans and other organisms. However, the visualization of the particles within the tissue has been limited. Additionally, no studies exist that determine if these same particles can be found within historical samples collected from a period where environmental plastic is absent. Our study aims to test historical samples against modern samples to provide confirmation that the particles visualized within tissue are MNP particles. The Museum of Southwestern Biology maintains a collection of fluid-preserved historical samples. From their collections, kangaroo rats (Dipodomys ordii) from 1966 were obtained. Samples were then collected in 2025 from the same locality and preserved using the same methods as the historical samples. Brain, kidney, and liver samples were obtained, digested with KOH, and processed for transmission electron microscopy (TEM) imaging. From TEM imaging, we identified shard-like particles roughly 200nm in size within brain, kidney, and liver tissue from 2025 samples of kangaroo rat tissue. These particles were present in high amounts throughout the prepared samples, especially within the brain tissue. Within the 1966 tissue, these particles were almost entirely absent. These images suggest that the particles identified within the tissue are MNP particles due to their absence in the historical samples.",CONF_3366,Eve N. Rowland,University of New Mexico,2026.0,CONFERENCE,0,0,0,0,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
