doc_id,title,authors,doi,pub_date,year,abstract,source_type,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR_SIGNALING,LLM_MECH_CELL_DEATH,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE
bio_a6241c3b75cb,Efficient secretion of a plastic degrading enzyme from the green algae  Chlamydomonas reinhardtii,"João Vitor Dutra Molino, Barbara Saucedo, Kalisa Kang, Chloe Walsh, Crisandra Jade Diaz, Marissa Tessman, Stephen Mayfield *",10.1101/2024.10.23.619606,2024-10-23,2024,"Plastic pollution has become a global crisis, with microplastics contaminating every environment on the planet, including our food, water, and even our bodies. In response, there is a growing interest in developing plastics that biodegrade naturally, thus avoiding the creation of persistent microplastics. As a mechanism to increase the rate of polyester plastic degradation, we examined the potential of using the green microalga  Chlamydomonas reinhardtii  for the expression and secretion of PHL7, an enzyme that breaks down post-consumer polyethylene terephthalate (PET) plastics. We engineered  C. reinhardtii  to secrete active PHL7 enzyme and selected strains showing robust expression, by using agar plates containing a polyester polyurethane (PU) dispersion as an efficient screening tool. This method demonstrated the enzyme’s efficacy in degrading ester bond-containing plastics, such as PET and bio-based polyurethanes, and highlights the potential for microalgae to be implemented in environmental biotechnology. The effectiveness of algal-expressed PHL7 in degrading plastics was shown by incubating PET with the supernatant from engineered strains, resulting in substantial plastic degradation, confirmed by mass spectrometry analysis of terephthalic acid (TPA) formation from PET. Our findings demonstrate the feasibility of polyester plastic recycling using microalgae to produce plastic-degrading enzymes. This eco-friendly approach can support global efforts toward eliminating plastic in our environment, and aligns with the pursuit of low-carbon materials, as these engineered algae can also produce plastic monomer precursors. Finally, this data demonstrates  C. reinhardtii  capabilities for recombinant enzyme production and secretion, offering a “green” alternative to traditional industrial enzyme production methods. Graphical Abstract",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bio_ad220ebb754a,"Biobased, Biodegradable but not bio-neutral: about the effects of polylactic acid nanoparticles on macrophages","Véronique Collin-Faure, Marianne Vitipon, Hélène Diemer, Sarah Cianférani, Elisabeth Darrouzet, Thierry Rabilloud *",10.1101/2024.07.15.603484,2024-07-15,2024,"Plastics are persistent pollutants, because of their slow degradation, which suggests that they may lead to cumulative and/or delayed adverse effects due to their progressive accumulation over time. Macroplastics produced by human activity are released in the environment, where they degrade into micro and nanoplastics that are very easily uptaken by a wide variety of organisms, including humans. Microplastics and nanoplastics being particulates, they are handled in the body by specialized cells such as macrophages (or their evolutionary counterparts), where they can elicit a variety of responses. One solution to alleviate the problems due to biopersistence, such as accumulation over life, would be to use biodegradable plastics. One of the emerging biodegradable plastics being polylactide, we decided to test the responses of macrophages to polylactide nanoparticles, using a combination of untargeted proteomics and targeted validation experiments. Proteomics showed important adaptive changes in the proteome in response to exposure to polylactide nanoparticles. These changes affected for example mitochondrial, cytoskeletal and lysosomal proteins, but also proteins implicated in immune functions or redox homeostasis. Validation experiments showed that many of these changes were homeostatic, with no induced oxidative stress and no gross perturbation of the mitochondrial function. However, polylactide particles altered the immune functions such as phagocytosis (−20%) or cytokine production (2-fold increase for TNF production), which may translate into a decreased ability to macrophages to respond to bacterial infections. Furthermore, polylactide particles also induced moderate cross-toxicity with some quinones such as phenanthrene quinone, a combustion by-product that is a suspected carcinogen.",bioRxiv (preprint),1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
bio_761e26fc7503,In vivo  exposure of mixed microplastic particles in mice and its impacts on the murine gut microbiome and metabolome,"Kyle Joohyung Kim, Marcus Garcia, Aaron S. Romero, Yan Jin, Jinhua Chi, Matthew J. Campen *, Haiwei Gu, Jason R. Richardson *, Eliseo F. Castillo *, Julia Yue Cui *",10.1101/2025.07.15.664901,2025-07-15,2025,"Microplastics (MPs) are emerging environmental contaminants due to increasing global plastic production and waste. Microplastics, defined as plastic particles less than 5 mm in diameter, are formed through degradation of larger plastics via sunlight, weathering, and microbes. These plastic compounds are widely detected in water, soil, food, as well as human stool and blood. The gut microbiome, often referred to as our second genome, is important in human health and is the primary point of contact for orally ingested microplastics. To investigate the impact of ingested MPs on the gut microbiome and the metabolome, 8 weeks-old male and female C57/BL6 mice were orally gavaged mixed plastic (5 um) exposure consisting of polystyrene, polyethylene, and the biodegradable/biocompatible plastic, poly-(lactic-co-glycolic acid) twice a week for 4 weeks at 0, 2, or 4 mg/week (n = 8/group). Fecal pellets were collected for bacterial DNA extraction and metagenomic shotgun sequencing, and serum was subjected to targeted and untargeted metabolomics. MPs exposure resulted in significant sex-specific and dose-dependent changes to the gut microbiome composition along with substantial regulation of the predicted metabolic pathways. Untargeted metabolomics in serum showed that a low MPs dose displayed a more prominent effect on key metabolic pathways such as amino acid metabolism, mitochondrial function, and inflammation. Additionally, SCFA-targeted metabolomics showed significant changes in neuroprotective SCFAs levels in both sexes by MPs exposure. In conclusion, our study has demonstrated that microplastics dysregulate the gut microbiome and serum metabolome, providing critical insights into potential human disease risks associated with microplastic contamination.",bioRxiv (preprint),0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
bio_892409dc6c26,Synergistic Enzyme Mixtures to Realize Near-Complete Depolymerization in Biodegradable Polymer/Additive Blends,"Christopher DelRe, Boyce Chang, Ivan Jayapurna, Aaron Hall, Ariel Wang, Kyle Zolkin, Ting Xu *",10.1101/2021.08.25.457667,2021-08-25,2021,"Embedding catalysts inside of plastics affords accelerated chemical modification with programmable latency and pathways. Nanoscopically embedded enzymes can lead to near complete degradation of polyesters via chain-end mediated processive depolymerization. The overall degradation rate and pathways have a strong dependence on the morphology of semi-crystalline polyesters. Yet, most studies to date focus on pristine polymers instead of mixtures with additives and other components despite their nearly universal uses in plastic production. Here, additives are introduced to purposely change the morphology of polycaprolactone (PCL) by increasing the bending and twisting of crystalline lamellae. These morphological changes immobilize chain-ends preferentially at the crystalline/amorphous interfaces and limit chain-end accessibility by the embedded processive enzyme. This chain end redistribution reduces the polymer-to-monomer conversion from >95% to less than 50%, causing formation of highly crystalline plastic pieces including microplastics. By synergizing both random chain scission and processive depolymerization, it is feasible to navigate morphological changes in polymer/additive blends and to achieve near complete depolymerization. The random scission enzymes in the amorphous domains create new chain ends that are subsequently bound and depolymerized by processive enzymes. Present studies further highlight the importance to consider host polymer morphological effects on the reactions catalyzed by embedded catalytic species.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
med_580ec7976d79,"Antibiotic resistance genes, antibiotic residues, and microplastics in influent and effluent wastewater from treatment plants in Norway, Iceland, and Finland","Ananda Tiwari *, Adrián Jaén-Gil, Anastasia Karavaeva, Alessio Gomiero, Ásta Margrét Ásmundsdóttir, Maria João Silva, Elisa Salmivirta, Thanh Tam Tran, Anniina Sarekoski, Jeremy Cook, Rolf Lood, Tarja Pitkänen, Adriana Krolicka *",10.1101/2025.02.21.25322651,2025-02-21,2025,"Monitoring antimicrobial resistance genes (ARGs) in wastewater influent (pre-treatment) and effluent (post-treatment) reveals their circulation in communities via wastewater surveillance (WS), possible amplification during treatment, and potential public health risks from gene releases into surface water. This study used Oxford Nanopore (ONP) metagenomic sequencing and qPCR to track ARGs in wastewater treatment plants (WWTPs) influents and effluents in Mekjarvik (Norway), Reykjavik (Iceland), and Mariehamn (Åland-Finland). High-Performance Liquid Chromatography (HPLC) monitored antibiotic residues and Micro-Fourier Transform Infrared Spectroscopy (µ-FTIR) used for microplastics (MPs) in Mekjarvik and Reykjavik. Metagenomic analysis identified 193 unique ARGs, with the highest average (±SD) in Reykjavik (66.3 ± 4.1), followed by Mekjarvik (61.3 ± 14.1) and Mariehamn (18.0 ± 2.2). While treatment generally reduced ARGs, ONP and qPCR detected amplification of some carbapenemase and ESBL genes. ONP sequencing linked many ARGs to plasmids, co-occurring with metal stress genes. The most prevalent plasmids— Col440I ,  IncQ2 , and  ColRNAI —were found across all WWTPs. Mercury-related genes dominated metal stress genes (64.9%), followed by multimetal (23.7%) and copper (6.4%) stress genes. Among 45 antibiotics screened in Mekjarvik and Reykjavik, only sulfamethoxazole and sulfapyridine were consistently quantified, while azithromycin, ciprofloxacin, and ofloxacin were often below detection limits. MPs were highest in Reykjavik influent (8200 MPs/m³) and Mekjarvik influent (5900 MPs/m³). Treatment effectively reduced larger MPs but was less effective against smaller particles. Polyethylene (∼60%) was the most dominant MP type, except in Mekjarvik influent, where polypropylene (∼50%) prevailed. This study reveals distinct ARG and antibiotic residue patterns in wastewater. While treatment significantly reduced ARGs, antibiotic residues, and larger MPs, it did not eliminate the",medRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bio_a94589aa6c17,Oral Feeding of Nanoplastics reduces Brain function of Mice by Inducing Intestinal IL-1β-producing Macrophages,"Qianyu Yang, Huaxing Dai, Ying Cheng, Beilei Wang, Jialu Xu, Yue Zhang, Yitong Chen, Fang Xu, Qingle Ma, Ziying Fei, Fang Lin *, Chao Wang *",10.1101/2022.11.04.515261,2022-11-04,2022,"Nanoplastics (NPs) as contaminants in food and water have drawn an increasing public attention. However, little is known about how NPs shape the gut immune landscape after entering the body. The objective of the study was to explore indirect effects caused by the interaction of NPs with the mammalian gut and whole immune system after entering the body. In this study, we fabricated NPs (∼500 nm) and microplastics (MPs) (∼2 μm) and aimed to evaluate their in vivo effects by feeding them in mice. The mechanism was then investigated by various technology including single-cell RNA sequencing of gut and brain tissue. The results suggested that NPs showed a better ability to induce gut macrophage activation than did MPs. In addition, NPs triggered gut interleukin 1 beta (IL-1β)-producing macrophage reprogramming via inducing lysosomal damage after phagocytosis. More importantly, IL-1β released from the intestine could affect brain immunity, leading to microglial activation and Th17 differentiation, all of which correlated with a decline in cognitive and short-term memory in NPs-fed mice Thus, this study provides new insight into the mechanism of action of the gut-brain axis and delineates the way NPs reduce brain function, highlights the importance to fix the plastic pollution problem worldwide.",bioRxiv (preprint),0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
bio_180a31a48571,"Airborne Nanoplastics Perturb Mitochondrial Complex I via the ND6 Axis: Polymer-Specific Mitoepigenetic Remodeling Integrating Experimental, In Silico, and Machine Learning Analyses","Pradyumna Kumar Mishra *, Aneha K Rajan †, Apoorva Chouksey †, Vikas Gurjar †, Aniket Aglawe †, Ashwani Pathak †, Rajnarayan Tiwari, Devojit Kumar Sarma, Ravi Prakash Tiwari, Rupesh K. Srivasatava",10.64898/2025.12.19.695405,2025-12-19,2025,,bioRxiv (preprint),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bio_adf8f6286c93,Microplastic Exposure Promotes Amyloid Misfolding and Metabolic Impairment at Sub-Lethal Doses in an In Vitro Cellular Model of Alzheimer’s Disease,"Iran Augusto Neves da Silva *, Agnes Paulus, Valeriia Skoryk, Kar Yan Su, Fátima Herranz-Trillo, Oxana Klementieva *",10.64898/2025.12.22.696023,2025-12-22,2025,,bioRxiv (preprint),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bio_73a994ed6c61,"Origin, exposure routes and xenobiotics impart nanoplastics with toxicity on freshwater bivalves","Adeline Arini, Sandra Muller, Véronique Coma, Etienne Grau, Olivier Sandre *, Magalie Baudrimont *",10.1101/2022.10.27.514081,2022-10-27,2022,"Various environmental aged plastic wastes were collected in the environment and crushed to the nanometric scale to get a mix of nanoplastics (NPs) of different natures – mostly polyolefins (PE, PP), polyesters (PET) and polyvinylics (PS and PVC) – and undefined shapes (noted NP-L, mean hydrodynamic diameter at 285 nm). We aimed to test the toxicity of NPs of environmentally relevance on freshwater bivalves and compare results to commonly used styrenic NP-PS (206 nm).  Corbicula fluminea  were exposed to four different conditions with NPs (0.008 to 10 μg/L), for 21 days and kept under depuration conditions for 21 additional days: 1) waterborne exposure to NP-L, 2) diet borne exposure to NP-L, 3) synergic waterborne exposure to NP-L and AlCl 3  salt (1 mg/L), 4) waterborne exposure to NP-PS. Enzyme activities, gene expressions and behavioural tests were assessed. Trophic and synergic exposures with Al triggered more gene modulations than direct exposure to NP-L (namely on  12s, atg12, gal, segpx, p53  and  ache ). NP-PS were also more harmful than NP-L, but only at high concentrations (10 μg/L). The effects of each treatment lasted until 7 days of depuration and no more gene inductions were observed after 21 days in clean water. Very few effects were shown on phenol-oxidase (PO), and glutathione S-transferase (GST). However, the inhibition of acetylcholinesterase (AchE) was concomitant with an increase of the filtration activity of bivalves exposed to NP-L (trophic route) and NP-PS, suggesting neurotoxic effects. By disturbing the ventilatory activity, NPs could have direct effects on xenobiotic accumulation and excretion capacities. The results point out how the structure, aging, exposure routes and additional xenobiotics can interact with adverse outcomes of NPs in bivalves. These findings underline the importance to consider naturally aged environmental NPs in ecotoxicological studies rather than synthetic latexes,  i . e . crosslinked nanospheres prepared from vir",bioRxiv (preprint),1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
bio_740fa72a6d85,What is particular about microplastics? A meta-analysis of the toxicity of microplastics and suspended sediments,"M. Ogonowski *, M. Wagner, B. Rogell, M. Haave, A. Lusher",10.1101/2022.11.01.514507,2022-11-01,2022,"Microplastics (MP) are perceived as a threat to aquatic ecosystems but bear many similarities to suspended sediments which are often considered less harmful. It is, therefore pertinent to determine if and to what extent MPs are different from other particles occurring in aquatic ecosystems in terms of their adverse effects. We applied meta-regressions to hazard data extracted from the literature and harmonized the data to construct Species Sensitivity Distributions (SSDs) for both types of particles. The results demonstrate that the average toxicity of MPs is approximately one order of magnitude higher than that of suspended solids. However, the estimates were associated with large uncertainties and did not provide very strong evidence. In part, this is due to the general lack of comparable experimental studies and dose-dependent point estimates. We, therefore, argue that a precautionary approach should be used and MP in the 1–1000 µm size range should be considered moderately more hazardous to aquatic organisms capable of ingesting such particles. Organisms inhabiting oligotrophic habitats like coral reefs and alpine lakes, with naturally low levels of non-food particles are likely more vulnerable, and it is reasonable to assume that MP pose a relatively higher risk to aquatic life in such habitats. A meta-analysis indicates that microplastics are one order of magnitude more toxic than suspended sediments/solids, an estimate surrounded by considerable uncertainty. Graphical abstract",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bio_c3241921729f,Microplastics cross the murine intestine and induce inflammatory cell death after phagocytosis by human monocytes and neutrophils,"Giulio Giustarini, Tim L.P. Skrabanja, Annemijne E.T. van den Berg, Selma van Staveren, Tom Vos, Zhi Hui Zhou, Thomas Klaessens, Eva Mulder, Joëlle Klazen, Joost Smit, Raymond Pieters, Leo Koenderman, Nienke Vrisekoop *",10.1101/2025.03.10.642492,2025-03-10,2025,"Microplastics are contaminating the environment but also our food and drinking products. In a crucial study, microplastics have been detected in circulating human blood, urging the investigation of the effects of microplastics on human health. Here we aimed to determine the distribution of microplastics after oral exposure in mice and their interactions with and effects on mouse and human innate immune cells. We established that both 1 and 10μm polystyrene (PS) particles penetrated the intestinal epithelium after oral administration and could be detected in blood and liver of mice after ten days of oral administration. Using intravital microscopy we captured the in vivo phagocytosis of 1μm PS by mouse neutrophils in the liver. Pristine PS were barely phagocytosed by primary human phagocytes, however, 1 and 10µm PS pre-incubated with plasma were readily phagocytosed by human neutrophils and monocytes. Plasma-coated 1 and 10μm PS both increased human neutrophil and monocyte cell death but only after phagocytosis. Importantly, neutrophil cell death occurred a few hours after phagocytosing a single coated 10µm PS while PS of 1µm needed to be administered at a ratio of 27 particles per cell to induce significant neutrophil cell death. Neutrophil cell death upon microplastic exposure was characterized by extracellular DNA, which together with other released DAMPs can potentially trigger inflammation. Our findings suggest that microplastics could negatively impact the immune system and human health.",bioRxiv (preprint),0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
bio_c1bdad9e6c6a,Plasticenta: Microplastics in Human Placenta,"Antonio Ragusa, Alessandro Svelato *, Criselda Santacroce, Piera Catalano, Valentina Notarstefano, Oliana Carnevali, Fabrizio Papa, Mauro Ciro Antonio Rongioletti, Federico Baiocco, Simonetta Draghi, Elisabetta D’Amore, Denise Rinaldo, Maria Matta, Elisabetta Giorgini",10.1101/2020.07.15.198325,2020-07-15,2020,"Microplastics are particles smaller than five millimetres obtained from the degradation of plastic objects abandoned in the environment. Microplastics can move from the environment to living organisms and, in fact, they have been found in fishes and mammals. Six human placentas, prospectively collected from consenting women with uneventful pregnancies, were analyzed by Raman Microspectroscopy to evaluate the presence of microparticles. Detected microparticles were characterized in terms of morphology and chemical composition. 12 microparticles, ranging from 5 to 10 μm in size, were found in 4 out of 6 placentas: 5 in the foetal side, 4 in the maternal side and 3 in the chorioamniotic membranes. All the analyzed microparticles were pigmented: three of them were identified as stained polypropylene, while for the other nine it was possible to identify only the pigments, which are all used for man-made coatings, paints and dyes. Here we show, for the first time, the presence of microparticles and microplastics in human placenta. This sheds new light on the impact of plastic on human health. Microparticles and microplastics in the placenta, together with the endocrine disruptors transported by them, could have long-term effects on human health.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
bio_e33470587186,"Plastic microfibers found in high numbers around Kantamanto, the world’s largest secondhand textile market in Accra, Ghana","Dimitri D. Deheyn *, Joe Ayesu, Branson Skinner *",10.1101/2024.05.13.593950,2024-05-13,2024,"Located in Accra (Ghana), Kantamanto is the world’s largest secondhand textile market where tons of garments are exported every week by Global North countries, including the USA, Canada, the UK, the EU27, China and South Korea. We looked at the abundance of microfibers from textiles in this very dynamic environment. Continuous monitoring of air quality using PurpleAir sensors showed large numbers of airborne particles around the market, which were shown to drop with rain events. Rainwater was collected and shown to contain dozens to hundreds of microfibers and microplastics, depending on the intensity of the rain and on whether dry weather preceded the rain. The first hour of rain seemed to bring down the larger numbers of airborne microfibers, especially if it had not rained for 3-4 days. Microfiber and microplastics counts from airborne samples showed numbers about >20x to >100x greater than those reported from other mega-cities, respectively. Comparison of these counts from water of the adjacent Korle Lagoon was similarly striking, with about >100x more microfibers and >200x more microplastics than reported for coastal waters around the world. The impacts of garments were also demonstrated beyond the microscale, with a strong similarity of global brand assemblages in the textile waste found in the market and on the nearby beaches.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bio_32705b556c5f,Environmental enrichment enhances patterning and remodeling of synaptic nanoarchitecture revealed by STED nanoscopy,"Waja Wegner, Heinz Steffens, Carola Gregor, Fred Wolf, Katrin I. Willig *",10.1101/2020.10.23.352195,2020-10-23,2020,"Synaptic plasticity underlies long-lasting structural and functional changes to brain circuitry and its experience-dependent remodeling can be fundamentally enhanced by environmental enrichment. It is unknown, however, whether and how environmental enrichment alters the morphology and dynamics of individual synapses. Here, we present a virtually crosstalk free, two-color  in vivo  STED microscope to simultaneously superresolve the dynamics of endogenous PSD95 of the post-synaptic density and spine geometry. With environmental enrichment, the size distributions of PSD95 and spine head sizes were sharper than in controls, indicating that synaptic strength is set more precisely with environmental enrichment. Spine head geometry and PSD95 assemblies were highly dynamic but their changes correlated only mildly. With environmental enrichment, the topography of the PSD95 nanoorganization was more dynamic; changes in size were smaller than in mice housed in standard cages and depended linearly on their original size. Thus, two-color  in vivo  time-lapse imaging of synaptic nanoorganization uncovers a unique synaptic nanoplasticity associated with the enhanced learning capabilities under environmental enrichment.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
med_ee6013a070f0,Health Impacts of Micro- and Nanoplastics in Humans: Systematic Review of  In Vivo  Evidence,"Hien Anh Tran Anna, Daniel Hengyi Tang, Cai Ting Yong, John Joson Ng, Andrew Fu Wah Ho *",10.1101/2025.07.10.25331209,2025-07-10,2025,"Microplastics and nanoplastics (MNPs; <5 mm) are pervasive environmental contaminants with potential human health implications. Although laboratory models implicate MNPs in oxidative stress, inflammation, and endocrine disruption, a comprehensive synthesis of direct  in vivo  human evidence is lacking. We aimed to systematically review studies measuring MNPs in living human subjects and summarize associated health findings. We systematically searched PubMed, Web of Science, Scopus, Cochrane and Embase through 26 December 2024. Two investigators independently screened and selected original research articles that quantified MNPs in biological samples from living humans (blood, tissues, or fluids). We excluded animal,  in vitro , cell-line, and injection-based studies, as well as reports on non-plastic micro- and nanoparticles. Data extraction, performed in duplicate, included study design, participant characteristics, detection methods, polymer types, and reported health outcomes. Methodological quality was appraised using Risk Of Bias in Non-Randomized Studies - of Exposures (ROBINS-E). The primary outcome was the presence and burden of MNPs; secondary outcomes were clinical or biomarker associations. We did not perform meta-analysis due to heterogeneity. From 5 522 records, 25 studies (n=1498 participants) met inclusion. Studies employed pyrolysis-gas chromatography/mass spectrometry (n=9), Raman (n=8), infrared spectroscopy (n=7), and Fourier-transform infrared spectroscopy (n=3), often combined with microscopy. Predominant polymers were polyethylene, polypropylene, polyvinyl chloride, polyethylene terephthalate, and polystyrene. In cardiovascular research (five studies; n=454), higher thrombus and plasma MNP burdens correlated with inflammatory markers and adverse cardiac events. Reproductive research (seven studies; n=327) linked semen and tissue MNP levels to reduced sperm quality and higher burdens in tumor and placental samples. Gastrointestinal research (nine",medRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
med_fba34eb56ffe,Factors affecting zero-waste behaviors: Focusing on the health effects of microplastics,"Eun-Hi Choi, Hyunjin Lee *, Mi-Jung Kang *, Inwoo Nam, Hui-Kyeong Moon, Ji-Won Sung, Jae-Yun Eu, Hae-Bin Lee",10.1101/2022.03.04.22271923,2022-03-04,2022,"Microplastics harm human health. Therefore, the present study assessed the knowledge and attitude of university students towards reducing microplastic use and examined their zero-waste behaviors. Our results lay the foundation for program development aimed at promoting zero-waste activities. The study was conducted from August 20, 2021, to September 10, 2021, including students at a university in G metropolitan city. Questions were developed to verify how the use of disposables and the knowledge, attitude, and behaviors related to zero-waste were affected after the COVID-19 pandemic. A survey was conducted with 197 students, and the data of 196 students were analyzed. Family type (β=0.146, p=0.042) and usage of disposables (β=0.158, p=0.049) were the factors affecting zero-waste behavior in Model 1. In Model 2, which included the subcategory of zero-waste knowledge, the health effects of microplastics (β=0.197, p=0.008) and environmental preservation (β=0.236, p=0.001) were significant factors. In Model 3, which included the subcategory of zero-waste attitude, the health effects of microplastics (β=0.149, p=0.016), use of eco-friendly products (β=0.342, p<0.001), and environmental preservation (β=0.317, p<.001) were significant factors. Therefore, additional studies and education on the health effects of microplastics are warranted, and suitable alternatives for disposables must be developed.",medRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bio_cd29c84d76e9,The impact of various microplastics on bacterial community and antimicrobial resistance genes in Norwegian and South African wastewater,"Tam Thanh Tran *, Kabelo Stephans Stenger, Marte Strømmen, Cornelius Carlos Bezuidenhout, Odd-Gunnar Wikmark",10.1101/2024.05.22.595281,2024-05-22,2024,"Wastewater treatment plants (WWTPs) may serve as hotspots for pathogens and promote antimicrobial resistance (AMR). Plastic debris in wastewater could further contribute to AMR dissemination. The aim of this study is to investigate the impact of various microplastic types on bacterial communities and AMR gene abundance in Norwegian and South African wastewater. Microcosm experiments were designed as follows: Five manufactured microplastic pellet types were used for testing and two rock aggregate types were used as controls. In addition, each material type was subjected to artificial aging treatments using either ultra-violet light or hydrogen peroxide. Each material was incubated in flasks containing inlet/outlet wastewater obtained from Norwegian/South African WWTPs. Nucleic acids were extracted after a one-week incubation period. The detection of the  bla FOX   and bla MOX  genes was performed using quantitative PCR. Extracted DNA was sequenced using a MinION device. Non-metric multi-dimensional scaling plot on full-length 16S sequencing data at the species level showed samples were clustered into distinct material groups. These results were in line with the ANOSIM test showing significant p-values in both Norwegian and South African WWTP settings. Indicator species analysis showed a strong association between many Acinetobacter species with the plastic group than the rock group. Aging treatment using hydrogen peroxide showed some effects on microbial. The abundance of  bla FOX  and  bla MOX  genes in the Norwegian wastewater outlet were generally lower compared to those in the inlet, though results were contrary in South African wastewater samples. The relative abundance of AMR genes seemed to be increased on several plastic types (PET, PE, PLA) but decreased on PVC-A. WWTP treatments in this study did not effectively reduce the abundance of AMR genes. In addition, plastic categories were shown to play a pivotal role in developing distinct bacterial communities a",bioRxiv (preprint),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bio_0dc0144e6e9b,Pandemic Legacy: Medical Facemasks as a Potential Source of Marine Microplastic?,"Olivia Dillon, Ina Benner, Tatiana Zaliznyak, Carolina Cisternas-Novoa, Janika Reineccius, Gordon T. Taylor, Uta Passow *",10.1101/2025.10.13.682204,2025-10-13,2025,"Understanding the main sources of microplastic pollution is key towards developing efficient measures to reduce microplastic loadings to marine waters. Yet identifying the main sources of marine microplastic is challenging. Source tracking should be easier in marine bays where inputs are limited. In 2021 we determined the concentrations and characteristics of microplastics > 300 μm in surface waters of Placentia Bay, Newfoundland; a bay with negligible river input in an area of low population density, and no plastic processing plants in the vicinity. Microplastics contributed 2-14% to particulate organic carbon (> 300 μm), and concentrations ranged from 0.11 to 0.67 particles m -3 , a relatively high level given the region’s low population density. Microplastic diversity was low; fiber and fragment concentrations dwarfed those of other shapes, and polypropylene (PP) dominated, with transparent PP fibers specifically contributing near 50% to the total microplastic inventory. The overwhelming dominance of transparent PP fibers, as well as the exceptionally high proportion of long fibers, suggest that a distinctive input of large, transparent PP fibers overlaid “background” inputs from other sources. A ballpark estimate indicates that weathering of medical facemasks used during the COVID-19 pandemic are a likely explanation for the dominance of transparent PP fibers in Placentia Bay in 2021. Similar inputs may have affected many other aquatic environments globally, but might not have been observable in systems where other continuous input pathways are high.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
