PROJECT_TITLE,ABSTRACT_TEXT,CORE_PROJECT_NUM,PI_NAMEs,ORG_NAME,FISCAL_YEAR,SOURCE,EXP_HEAVY_METALS,EXP_AIR_POLLUTION,EXP_PFAS,EXP_PESTICIDES,EXP_PHTHALATES_BPA,EXP_SOLVENTS,EXP_PAHS_DIOXINS_PCBS,EXP_FLAME_RETARDANTS,EXP_MICROPLASTICS,EXP_NITRATES,MECH_NEURODEGENERATION,MECH_INFLAMMATION,MECH_OXIDATIVE_MITOCHONDRIAL,MECH_ENDOCRINE,MECH_MICROBIOME,MECH_IMMUNE_DYSFUNCTION,MECH_DNA_DAMAGE,MECH_EPIGENETIC,MECH_RECEPTOR_SIGNALING,MECH_SENESCENCE_CELL_DEATH,MECH_BARRIER_DISRUPTION,ORGAN_BRAIN_NERVOUS,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_CARDIOVASCULAR,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_SKIN,ORGAN_ENDOCRINE,TYPE_MECHANISTIC,TYPE_TOXICITY_SCREENING,TYPE_BIOMARKER,TYPE_RISK_ASSESSMENT,TYPE_INTERVENTION,TYPE_METHODS,TYPE_CONFERENCE,TYPE_CENTER_CORE,ADMINISTERING_IC,STAGE_EXPOSURE_CHAR,STAGE_TOXICITY,STAGE_MECHANISM,STAGE_HEALTH_OUTCOME,STAGE_INTERVENTION,PARTICLE_MICRO,PARTICLE_NANO,PARTICLE_FIBER,PARTICLE_ADDITIVE,MODEL_INVITRO,MODEL_RODENT,MODEL_ZEBRAFISH,MODEL_OTHER_ANIMAL,MODEL_HUMAN,MODEL_ENVIRONMENTAL,END_UPTAKE,END_INFLAMMATION,END_OXIDATIVE,END_GUT_MICROBIOME,END_REPRODUCTIVE,END_CARDIOVASCULAR,END_RESPIRATORY,END_NEURO,END_IMMUNE,END_GENOTOXIC,LLM_MECH_OXIDATIVE,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR,LLM_MECH_CELL_DEATH,LLM_OTHER_MECHANISMS,LLM_MECH_METABOLIC,doi,pub_date,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE,FIRST_LAST_AUTHOR_ORG,LLM_HUMAN_HEALTH_RELEVANT,LLM_CONFIDENCE,LLM_STUDY_DETECTION,LLM_STUDY_EXPOSURE_ASSESSMENT,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_RECEPTOR_SIGNALING,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL
The attachment rate of  Vibrio anguillarum  strains to microplastics strongly varies with abiotic and biotic factors,,bio_92c332b070de,"Massot Méril *, Wimmer Lukas, Mhamad Aly Moussawi, Hamet Jeanne, Tatjana N. Parac-Vogt, Dailey Lea Ann, Callens Martijn, Bedhomme Stéphanie",,2026.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.64898/2026.01.20.700601,2026-01-20,0,0,"Department of Pharmaceutical Sciences, University of Vienna, Vienna, Austria",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Growth but not corticosterone, oxidative stress or telomere length is negatively affected by microplastic exposure in a filter-feeding amphibian","Microplastics (MPs) are of increasing global concern for species inhabiting aquatic habitats. However, the mechanisms behind animal responses to MPs need comprehensive exploration. Amphibians are the most threatened vertebrate group with most species having a complex life cycle, commonly with an aquatic larval stage. Here, we investigated whether exposure to an environmentally-relevant concentration of MPs affects the growth of filter-feeding larvae of the African clawed frog ( Xenopus laevis ), and the consequences for their stress physiology (corticosterone (CORT) levels), or health and ageing physiology (oxidative stress and telomere length). We conducted a 3×2 experiment with three levels of fibre exposure (fibres absent -control-, and MP and cellulose fibre treatments), and two stress levels (CORT absent –control-, and CORT present simulating a stressful condition). We observed a negative impact of MP exposure on larval growth; however, this did not alter the CORT levels, oxidative stress or telomere length. Our study shows that realistic concentrations of MPs is not enough to induce major alterations on the stress or health and ageing physiology of a filter-feeding amphibian. Whether compensatory growth responses during the post-metamorphic stages could lead to detrimental effects later in life should be explored in amphibians and other organisms with complex-life cycles.",bio_7b0b2ec86e7b,"Colette Martin, Katharina Ruthsatz *, Ivan Gomez-Mestre, Pablo Burraco *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,10.1101/2025.01.14.632987,2025-01-14,0,0,"Zoological Institute, Technische Universität Braunschweig , Mendelssohnstraße 4, 38106 Braunschweig,  Germany",1,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Structural decay of poly(ethylene terephthalate) by enzymatic degradation,"Synthetic polymers, such as plastics, are ubiquitous materials that are used in many applications. The sustainable use of plastics is becoming increasingly important given the emergent issues of environmental pollution by microplastics and the limited resources of petroleum on Earth. One of the key strategies for the sustainable use of plastics is recycling. Enzymatic degradation is a promising technique for recycling plastic because this process requires neither energy nor harsh solvents, such as strong alkaline solutions and organic solvents. In this study, the enzymatic degradation of poly(ethylene terephthalate) (PET), a major plastic used in daily life, was investigated, aiming to improve the efficiency of enzymatic degradation by understanding the decay of the polymeric PET structure. The structural decay of an amorphous PET film induced by a PET-hydrolyzing enzyme (PETase) was analyzed using wide-angle X-ray diffraction (WAXD), small-angle X-ray scattering (SAXS), electron microscopy, and X-ray computed tomography (X-ray CT). Structural decay progressed from the surface of the film, and many nested pores (10 -8 ‒10 -5  m) were found in the later stage of degradation, reflecting the structural difference between the surface and core of the material. Information regarding the polymeric structure of the plastic under enzymatic degradation is important for improving the degradation performance of enzymes for realizing the biochemical recycling of plastics such as PET. PETase-induced decay of a PET film was analyzed regarding its polymer structure Decay occurred from the surface to form multiscale pores of 10 -5  to 10 -8  m The PET decay mechanism differs from that of cellulose, a typical biopolymer Cellulose biodegradation is a good example to learn biodegradable PET materials",bio_5bf3acf56fcf,"Daisuke Tadokoro *, Tomoya Imai",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2025.03.24.645130,2025-03-24,0,0,"Research Institute for Sustainable Humanosphere, Kyoto University , Gokasho, Uji, Kyoto 611-0011,  Japan ,",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrophobins from  Aspergillus  mediate fungal interactions with microplastics,"Microplastics present myriad ecological and human health risks including serving as a vector for pathogens in human and animal food chains. However, the specific mechanisms by which pathogenic fungi colonize these microplastics have yet to be explored. In this work, we examine the opportunistic fungal pathogen,  Aspergillus fumigatus , and other common soil and marine  Aspergilli , which we found bind microplastics tightly. Up to 3.85+/-1.48 g microplastic plastic/g fungi were bound and flocculated for polypropylene (PP), polyethylene (PE), and polyethylene terephthalate (PET) powders and particles ranging in size from 0.05 – 5 mm. Gene knockouts revealed hydrophobins as a key biomolecule driving microplastic-fungi binding. Moreover, purified hydrophobins were still able to flocculate microplastics independent of the fungus. Our work elucidates a role for hydrophobins in fungal colonization of microplastics and highlights a potential target for mitigating the harm of microplastics through engineered fungal-microplastic interactions. Microplastics pose serious ecological and human health effects by introducing pathogens and toxins into animal and human food chains. Many pathogenic microorganisms preferentially form biofilms on microplastic particles that are then ingested. Here, we demonstrate that hydrophobins, highly hydrophobic, cell surface proteins, enable microplastic binding and colonization by the opportunistic pathogen  Aspergillus fumigatus  and other fungi within the  Aspergillus  genus. Our work recognizes a novel role for hydrophobin proteins, identifying potential strategies for pathogen control and protein-based microplastics recovery.",bio_5305ee787eee,"Ross R. Klauer, Rachel Silvestri, Hanna White, Richard D. Hayes, Robert Riley, Anna Lipzen, Kerrie Barry, Igor V. Grigoriev, Jayson Talag, Victoria Bunting, Zachary Stevenson, Kevin V. Solomon *, Mark Blenner *",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.11.05.622132,2024-11-05,1,0,"Chemical and Biomolecular Engineering, University of Delaware , 150 Academy St., Newark, DE 19716",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Characterizing microplastic ingestion, transformation, and excretion in insects using fluorescent plastics","Plastic pollution is a growing threat to our natural environment. Plastic waste/pollution results from high emissions of both macro (> 5 mm) and microplastics (MPs; < 5 mm) as well as environmental fractioning of macroplastics into microplastics. Microplastics have been shown to have a range of negative impacts on biota. Harmonized methods to accurately measure and count MPs from animal samples are limited, but what methods exist are not ideal for a controlled laboratory environment where plastic ingestion, transformation, and elimination can be quantified and related to molecular, physiological, and organismal traits. Here we propose a complete method for isolating and characterizing fluorescent MPs by combining several previously reported approaches into one comprehensive workflow. We combine tissue dissection, organic material digestion, sample filtering, and automated imaging techniques to show how fluorescently-labelled MPs provided to animals (e.g. in their diet) in a laboratory setting can be isolated, identified, and quantified. As a proof of concept, we fed crickets ( Gryllodes sigillatus ) a diet of 2.5% (w/w) fluorescently-labelled plastics and isolated and characterized plastic particles within the gut and frass.",bio_9823107c6de8,"Marshall W. Ritchie *, Alexandra Cheslock, Madelaine P.T. Bourdages, Bonnie M. Hamilton, Jennifer F. Provencher, Jane E. Allison, Heath A. MacMillan",,2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2022.11.11.516210,2022-11-11,0,0,"Department of Biology, Carleton University , Ottawa, Ontario,  Canada",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanoplastics Penetration Across the Blood-Brain Barrier,"Microplastics and nanoplastics (MNPs), originating from plastic degradation, have arisen to be a threat to ecology and human health. Alarmingly, the penetration of MNPs across the highly selective blood–brain barrier (BBB) poses an emerging and urgent risk, yet its molecular mechanism remains unexplored. In this work, using long-time-scale (over 27 μs) all-atom explicit solvent steered molecular dynamics, we examine the free energy of the passive permeation of four polymer nanoparticles: polyethylene, polypropylene, polystyrene, and polyethylene terephthalate. Polyethylene and polypropylene nanoparticles exhibited a remarkable preference for entering the BBB, attributed to their high hydrophobicity. Our study reveals that polymers can enter the BBB as polymerized nanoplastics and exit as dispersed polymer chains as the nanoparticles dissolve within the BBB. Further, the crystalline structure of polyethylene nanoparticles is found to adopt varying orientations. Our work advances the knowledge about the mechanism of nanoplastic penetration across the BBB, which could aid in the rational design of therapeutics for nanoplastic penetration inhibitors.",bio_b6cf9975709b,"Annemarie Ianos, Jessica Zhou, Tongxuan Qiao, Tao Wei, Baofu Qiao *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,10.1101/2025.09.10.675462,2025-09-10,0,0,"a Department of Natural Sciences, Baruch College, City University of New York , New York 10010, New York,  United States",1,high,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-throughput bacterial aggregation analysis in droplets,"Microfluidic droplet platforms provide a rapid tool to study and capture bacterial aggregation in a well-controlled micro-environment, while image analysis presents an easily available technique to investigate droplet contents. However, the lack of standardised, well-documented methods and reliance on custom image analysis workflows limits wider adoption of the method and produces inconsistent, incomparable data on aggregation. We present a robust, cost-effective method using both mono- and polydisperse droplets and texture-based image analysis via an open-source software CellProfiler™ to assess bacterial aggregation. Compared to a manual droplet evaluation carried out by a human expert panel, textural characterisation achieves accuracy over 90% and more than 80% precision. Applying the pipeline, we found that suboptimal antibiotic concentrations can increase aggregation, whereas exposure to microplastic beads and metals reduces it. Overall, the developed pipeline offers high accuracy, easy setup, and broad applicability for bacterial aggregation.",bio_473a76e87f12,"Merili Saar-Abroi *, Karoliine Lindpere, Daniel Kascor, Triini Olman, David Gonzalez, Fenella Lucia Sulp, Katri Kiir, Immanuel Sanka, Simona Bartkova, Ott Scheler",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.09.24.613170,2024-09-24,0,0,,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microplastics are detected in bull and dog sperm and polystyrene microparticles impair sperm fertilization,"The alarming increase in global infertility rates has coincided with the pervasive accumulation of microplastics (MPs) resulting from the poor management of plastic waste. This concerning trend is particularly troubling because only 10% of male infertility cases can be attributed to identifiable causes, leaving a significant knowledge gap in our understanding of their underlying factors. To bridge this critical gap, it is important to explore the connection between the accumulation of MPs and the observed decline in male fertility. Here, the presence of microplastics in reproductive fluids from bulls and dogs was assessed and used as baseline concentrations for bull sperm exposure. Bovine epididymal sperm (ES) presented a mean of 72.5 MP particles mL -1  (0.3691 μg mL −1 ) while canine seminal plasma had an average of 35.4 MP particles mL -1  (0.0066 μg mL −1 ). Bovine sperm was exposed to three different concentrations of a mixture of 1.1, 0.5, and 0.3 µm polystyrene (PS) beads: (1) 0.7 μg mL −1 , blood concentration of PS in cows (bPS); (2) 0.37 μg mL −1 , concentration of total MPs in ES (esMP); and (3) 0.026 μg mL −1 , concentration of PS in ES (esPS). All sperm samples incubated with PS exhibited reduced motility compared with the CT at 0.5 h. However, PS exposure did not affect acrosome or induced oxidative stress. When used for  in vitro  fertilization, the sperm exposed to PS had decreased blastocyst rates, in addition to inducing ROS formation and apoptosis on resulting embryos. By employing realistic exposure concentrations, this research sought to shed light on the comprehensive impact of MPs on bovine sperm and the quality of resulting embryos, providing the first evidence of MPs in bovine and dog sperm and demonstrating the detrimental effect of PS MPs on sperm motility and functionality. Microplastics were found across the most diverse range of environments and their presence have been shown to affect reproductive parameters within different species. T",bio_1d4110ab6c3b,"N. Grechi, G.A. Ferronato, S. Devkota, M.A.M.M. Ferraz *",,2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,10.1101/2023.12.15.571802,2023-12-15,0,0,"Department of Genetics, Genomics and Cancer Sciences, University of Leicester , Leicester,  United Kingdom",1,high,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Analytical review of nanoplastic bioaccumulation data and a unified toxicokinetic model: from teleosts to human brain,,bio_f4c49467709a,Alfonso M. Gañán-Calvo *,,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.10.01.24314502,2024-10-01,1,0,". Short-term kinetic studies (5–9), which investigate the kinetics of polystyrene nanoparticles (PS NPs) in four teleosts species (Danio rerio, Oreochromis niloticus, Oryzias melastigma and Zacco plat...",1,medium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Microplastics reduce the efficiency of the biological carbon pump by decreasing the settling velocity and carbon content of marine snow,"Plastics are pervasive in marine ecosystems including at the depths of our oceans. Microfibers, amongst other microscopic plastics, accumulate in deep sea sediments at concentrations up to four orders of magnitude higher than in surface waters. This is at odds with the fact that most microfibers are positively buoyant, and it is hypothesized that settling aggregates are vectors for downward transport of microfibers in the ocean. In laboratory incubations using roller tanks, we formed diatom aggregates with differing concentrations of microfibers and observed that microfiber addition stimulated aggregate formation, but decreased structural cohesion and caused them to break apart more readily, resulting in smaller average sizes. Incorporation of positively buoyant microfibers into settling aggregates reduced their size-specific sinking velocities proportional to the microfiber concentration. Slower sinking extends aggregate retention time in the upper ocean, thereby increasing the time available for organic matter remineralization in the upper water column. Here, we show that microfiber concentrations typical of those in the English Channel and Atlantic Ocean decrease potential export flux by 15-50%. Present day microfiber concentrations in surface waters may therefore be substantially reducing the efficiency of the biological carbon pump relative to the pre-plastic era.",bio_2cbb76ef6e0f,"Cordelia Roberts, Clara M. Flintrop, Alexander Khachikyan, Jana Milucka, Colin B. Munn, Morten H. Iversen *",,2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2023.06.23.545915,2023-06-23,0,0,"Ocean Sciences, Memorial University of Newfoundland , NL A1C 5S7,  Canada",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Label-free droplet image analysis with Cellprofiler,"Droplet microfluidic methods used for microbiological experiments are fast, cost-effective, and provide high-throughput data. However, analysis of such image data can be difficult, and detection of molecular labels is limited by microscope parameters. Currently, there is lack of user-friendly methods to analyse a large volume of label-free droplet images without the need for trained personnel, or expensive, proprietary software. Such methods would make droplet microfluidic technology more widely accessible for a larger range of biological applications. In this paper we demonstrate an image analysis pipeline designed using Cellprofiler™, a free, open-source software. This pipeline identifies water-in-oil microfluidic droplets, microplastic particles, and bacterial growth without using fluorescent or other labels.",bio_c4d0bafd7431,"Dániel Kácsor *, Merili Saar-Abroi, Triini Olman, Simona Bartkova, Ott Scheler",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2025.04.04.647160,2025-04-04,0,0,Tallinn University of Technology,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Vivo Tissue Distribution of Microplastics and Systemic Metabolomic Alterations After Gastrointestinal Exposure,"Global plastic use has consistently increased over the past century with several different types of plastics now being produced. Much of these plastics end up in oceans or landfills leading to a substantial accumulation of plastics in the environment. Plastic debris slowly degrades into microplastics (MPs) that can ultimately be inhaled or ingested by both animals and humans. A growing body of evidence indicates that MPs can cross the gut barrier and enter into the lymphatic and systemic circulation leading to accumulation in tissues such as the lungs, liver, kidney, and brain. The impacts of mixed MPs exposure on tissue function through metabolism remains largely unexplored. To investigate the impact of ingested MPs on target metabolomic pathways, mice were subjected to either polystyrene microspheres or a mixed plastics (5 µm) exposure consisting of polystyrene, polyethylene and the biodegradability and biocompatible plastic, poly-(lactic-co-glycolic acid). Exposures were performed twice a week for four weeks at a dose of either 0, 2, or 4 mg/week via oral gastric gavage. Our findings demonstrate that, in mice, ingested MPs can pass through the gut barrier, be translocated through the systemic circulation, and accumulate in distant tissues including the brain, liver, and kidney. Additionally, we report on the metabolomic changes that occur in the colon, liver and brain which show differential responses that are dependent on dose and type of MPs exposure. Lastly, our study provides proof of concept for identifying metabolomic alterations associated with MPs exposure and adds insight into the potential health risks that mixed MPs contamination may pose to humans.",bio_e73d40eb7185,"Marcus M. Garcia *, Aaron S. Romero, Seth D. Merkley, Jewel L. Meyer-Hagen, Charles Forbes, Eliane El Hayek, David P. Sciezka, Rachel Templeton, Jorge Gonzalez-Estrella, Yan Jin, Haiwei Gu, Angelica Benavidez, Russell P. Hunter, Selita Lucas, Guy Herbert, Kyle Joohyung Kim, Julia Yue Cui, Rama Gullapalli, Julie G. In, Matthew J. Campen *, Eliseo F. Castillo *",,2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,10.1101/2023.06.02.542598,2023-06-02,1,0,"a Department of Soil Science, and Engineering, College of Agriculture, Shiraz University , Shiraz 71454,  Iran",1,high,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
Bisphenol A Disrupts Mitochondrial Functionality Leading to Senescence and Apoptosis in Human Amniotic Mesenchymal Stromal Cells,"In today’s context, microplastics pollution has become an increasingly pressing issue not only for the environmental fallout but also for the assumed negative effects on human health. It is now well-established that microplastics (>1 mm in size) can enter the human body through ingestion, inhalation, dermal contact and also maternal-fetal transmission. Alarming was the recent findings of microplastics within the human term placenta. Among the degradation by-products of microplastics, Bisphenol A (BPA) has emerged as a hazardous chemical, with potential toxicity at multisystemic level, particularly on the earliest stages of human development. Based on these findings, our study focuses on assessing the impact of BPA on properties and functions of mesenchymal stromal cells isolated from the amniotic membrane (hAMSC) of the human term placenta. The amniotic membrane surrounds the fetus, playing a fundamental protective role toward toxic chemicals and pollutants that the mother may encounter. Our research revealed how exposure to increasing concentrations of BPA compromise mitochondrial functionality in hAMSC, resulting in enhanced production of reactive oxygen species at mitochondrial level (mtROS). This, in turn, leads to the stabilization of p53, which triggers an increased expression of p21 and p27 encoding genes and an imbalance in the genetic expression of Bax and Bcl-2. Additionally, we observed upregulated expression of cytokines and chemokines associated with the senescence-associated secretory phenotype (SASP). The increased oxidative stress, which plays a central role in BPA-mediated toxicity, can trigger the activation of the senescence pathways, or culminate in cell death, due to the overwhelming stress conditions. Therefore, our results provide novel insights into the mechanism of action of BPA and elucidates its impact on the functionality of hAMSC. This underscores the pressing need to reconsider the use of BPA as a plastic additive, mitigating the potent",bio_d729124a7360,"Sara Ficai, Andrea Papait, Marta Magatti, Alice Masserdotti, Michael Gasik, Antonietta Rosa Silini, Ornella Parolini *",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,,,10.1101/2024.08.29.610279,2024-08-29,0,0,"Department of Life Science and Public Health, Università Cattolica del Sacro Cuore , Rome,  Italy",1,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Brain lipidomics identifies mitochondrial redox dysfunction and metabolic trade-offs associated with Parkinson’s disease-like pathology induced by Nanoplastics exposure,"Growing nanoplastics exposure raises concern for neurotoxicity, particularly given recent evidence of plastic accumulation within human brain tissue-a highly lipid enriched organ, yet effects on brain lipid metabolism remains poorly understood. Here, we employed high-resolution untargeted lipidomics to map brain lipid perturbations in  Drosophila melanogaster  chronically exposed to environmentally relevant levels of polystyrene nanoplastics (NPs). Polystyrene NPs accumulated in fly brains and induced dose-dependent remodeling of mitochondrial membrane lipids, notably cardiolipins and phosphatidylethanolamines, accompanied by increased diacylglycerols/triacylglycerols and monounsaturated fatty acids and by lipid droplet expansion. Guided by these lipidomic signatures, targeted biochemical assays demonstrated depolarized mitochondrial membrane potential, elevated mitochondrial reactive-oxygen species, inhibition of respiratory-chain complexes I and IV, and a shift in NAD(H) and NADP(H) redox couples toward a reduced state and increasing lipid peroxidation. This redox imbalance was accompanied by decreased tyrosine-hydroxylase expression, dopamine depletion, and impaired locomotor behavior, hallmarks of PD-like neurodegeneration. Dopaminergic neurochemistry was impaired (tyrosine hydroxylase and dopamine decreased), with concomitant reduction of GABA, and locomotor and circadian deficits emerged. Remarkbly, co-treatment with the antioxidant N-acetylcysteine (NAC) restored mitochondrial membrane potential, reduced mitochondrial ROS and lipid peroxidation, normalized neutral lipid and MUFA accumulation, and rescued neurotransmitter levels and behavior. Stable-isotope tracing confirmed disrupted TCA cycle flux after NP exposure that was rescued by NAC. Collectively, these findings reveal lipidomic remodeling as a critical link between environmental nanoplastic exposure and PD-like pathology, highlighting mitochondrial redox–lipid interactions as early determinants and su",bio_0dffda426f54,"Priya Rathor, Ashutosh K. Tiwari, Rajendra P Patel, Sheelendra Pratap Singh, Ratnasekhar CH *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,10.1101/2025.11.09.687439,2025-11-09,1,0,"a Metabolomics & Cell Metabolism Lab, CSIR-Central Institute of Medicinal and Aromatic Plants (CSIR-CIMAP) ,  India",1,high,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
