doc_id,title,authors,doi,pub_date,year,abstract,MODEL_RODENT,MODEL_INVITRO,MODEL_ZEBRAFISH,MODEL_HUMAN,MODEL_ENVIRONMENTAL,MODEL_OTHER_ANIMAL,ORGAN_BRAIN_NERVOUS,ORGAN_CARDIOVASCULAR,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_ENDOCRINE,MECH_OXIDATIVE,MECH_INFLAMMATION,MECH_BARRIER,MECH_MICROBIOME,MECH_ENDOCRINE,MECH_NEURODEGENERATION,MECH_IMMUNE,MECH_DNA_DAMAGE,MECH_RECEPTOR,MECH_CELL_DEATH,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR_SIGNALING,LLM_MECH_CELL_DEATH,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL,STUDY_DETECTION_HUMAN,source_type
bio_1e9344e66ec8,Lung organoids and microplastic fibers: a new exposure model for emerging contaminants,"Anna Winkler *, Nadia Santo, Laura Madaschi, Alessandro Cherubini, Francesco Rusconi, Lorenzo Rosso, Paolo Tremolada, Lorenza Lazzari, Renato Bacchetta",10.1101/2021.03.07.434247,2021-03-07,2021,"Three-dimensional (3D) structured organoids are the most advanced  in vitro  models for studying human health effects, but they have not yet been applied to evaluate the biological effects associated with microplastic exposure. Fibers from synthetic clothes and fabrics are a major source of airborne microplastics, and their release from dryer machines is still poorly understood. In this study, we aimed to establish an  in vitro  organoid model of human lung epithelial cells to evaluate its suitability for studying the effects of airborne microplastic contamination on humans. Furthermore, we aimed to characterize the microplastic fibers (MPFs) released in the exhaust filter of a household dryer and to test their interactions and inflammatory effects on the established lung organoids. The polyester fibers emitted from the drying of synthetic fabrics were collected. Morphological characterization of the fibers released into the air filter was performed by optical microscopy and scanning electron microscopy (SEM)/energy dispersive x-ray spectroscopy (EDS). The organoids were exposed to various MPF concentrations (1, 10, and 50 mg L −1 ) and analyzed by optical microscopy, SEM, and confocal microscopy. Gene expression analysis of lung-specific genes, inflammatory cytokines, and oxidative stress-related genes was achieved by quantitative reverse transcription–polymerase chain reaction (qRT-PCR). We successfully cultured organoids with lung-specific genes. The presence of MPFs did not inhibit organoid growth, but polarized cell growth was observed along the fibers. Moreover, the MPFs did not cause inflammation or oxidative stress. Interestingly, the MPFs were coated with a cellular layer, resulting in the inclusion of fibers in the organoid. This work could have potential long-term implications regarding lung epithelial cells undergoing repair. This preliminary exposure study using human lung organoids could form the basis for further research regarding the toxicological a",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,bioRxiv (preprint)
bio_87ce7a6a6e7f,"Microplastic shape, concentration and polymer type affect soil properties and plant biomass","Yudi M. Lozano *, Timon Lehnert, Lydia T. Linck, Anika Lehmann, Matthias C. Rillig",10.1101/2020.07.27.223768,2020-07-27,2020,"Microplastics are an increasing concern in terrestrial systems. These particles can be incorporated into the soil in a wide range of shapes and polymers, reflecting the fact that manufacturers produce plastics in a variety of physical and chemical properties matching their intended use.Despite of this, little is known about the effects that the addition into the soil of microplastics of different shapes, polymer type and concentration levels may have on soil properties and plant performance. To fill this gap, we selected four microplastic shapes: fibers, films, foams and fragments; and for each shape we selected three microplastics made of one of the following polymers: polyester, polyamide, polypropylene, polyethylene, polyethylenterephthalat, polyurethane, polystyrene and polycarbonate. In a glasshouse experiment, each microplastic was added to a soil from a dry grassland at a concentration of 0.1%, 0.2%, 0.3% and 0,4%. A carrot ( Daucus carota ) plant grew in each pot during four weeks. At harvest, shoot and root mass, soil aggregation and microbial activity were measured. Our results showed that all microplastic shapes increased shoot and root masses. As concentration increased, microfibers increased plant biomass probably as fibers may hold water in the soil for longer. In contrast, microfilms decreased biomass with concentration, likely because they can create channels in the soil that promote water evaporation affecting plant performance. All microplastic shapes decreased soil aggregation, probably since microplastics may introduce fracture points in the aggregates affecting their stability and also due to potential negative effects on soil biota. The latter may also explain the decrease in microbial activity with, for example, polyethylene films. Similar to plant biomass, microfilms decreased soil aggregation with increasing concentration. Our study tested the microplastic shape mediation and dissimilarity hypotheses, highlighting the importance of microplas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bioRxiv (preprint)
bio_b9c6c86c6d15,Microfluidic Electric Egg-Laying Assay and Application to  In-vivo  Toxicity Screening of Microplastics using  C. elegans,"Khaled Youssef, Daphne Archonta, Terrance J. Kubiseseki, Anurag Tandon, Pouya Rezai *",10.1101/2021.01.16.426931,2021-01-16,2021,"Environmental pollutants like microplastics are posing health concerns on aquatic animals and the ecosystem. Microplastic toxicity studies using  C. elegans  as a model are evolving but methodologically hindered from obtaining statistically strong data sets, detecting toxicity effects based on microplastics uptake, and correlating physiological and behavioural effects at an individual-worm level. In this paper, we report a novel microfluidic electric egg-laying assay for phenotypical assessment of multiple worms in parallel. The effects of glucose and polystyrene microplastics at various concentrations on the worms’ electric egg-laying, length, diameter, and length contraction during exposure to electric signal were studied. The device contained eight parallel worm-dwelling microchannels called electric traps, with equivalent electrical fields, in which the worms were electrically stimulated for egg deposition and fluorescently imaged for assessment of neuronal and microplastic uptake expression. A new bidirectional stimulation technique was developed, and the device design was optimized to achieve a testing efficiency of 91.25%. Exposure of worms to 100mM glucose resulted in a significant reduction in their egg-laying and size. The effects of 1μm polystyrene microparticles at concentrations of 100 and 1000 mg/L on the electric egg-laying behaviour, size, and neurodegeneration of N2 and NW1229 (expressing GFP pan-neuronally) worms were also studied. Of the two concentrations, 1000 mg/L caused severe egg-laying deficiency and growth retardation as well as neurodegeneration. Additionally, using single-worm level phenotyping, we noticed intra-population variability in microplastics uptake and correlation with the above physiological and behavioural phenotypes, which was hidden in the population-averaged results. Taken together, these results suggest the appropriateness of our microfluidic assay for toxicological studies and for assessing the phenotypical heterogeneity ",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,bioRxiv (preprint)
bio_d3b93dc96fd4,Exposure to complex mixtures of urban sediments containing Tyre and Road Wear Particles (TRWPs) increases the germ-line mutation rate in  Chironomus riparius,"Lorenzo Rigano *, Markus Schmitz, Volker Linnemann, Martin Krauss, Henner Hollert, Markus Pfenninger",10.1101/2024.10.17.618802,2024-10-17,2024,"Tyre and road wear particles (TRWPs) are a significant yet often underestimated source of environmental pollution, contributing to the accumulation of microplastics and a complex mixture of contaminants in both terrestrial and aquatic ecosystems. Despite their prevalence, the long-term evolutionary effects of TRWPs, beyond their immediate toxicity, remain largely unknown. In this study, we assessed mutagenicity in the non-biting midge  Chironomus riparius , upon exposure to urban sediment collected from a runoff sedimentation basin. To assess the extent of mutagenic effects over multiple generations, we combined the urban sediment exposure model with short-term mutation accumulation lines (MALs) and subsequent whole genome sequencing (WGS). Our results reveal that the exposure to urban sediment significantly increases mutation rates compared to control groups by 50%, independent of concentration (0.5% and 10%). To infer potential causal processes, we conducted a comparative analysis with known mutational spectra from experiments with other studies. This comparison showed that the mutation profiles induced by urban sediment clearly clustered with those caused by Benzo[a]Pyrene (BaP), a known polycyclic aromatic hydrocarbon (PAH). A comprehensive chemical characterization of the sediment confirmed a considerable impact of road runoff and traffic-related contamination, including PAHs of primarily petrogenic origin. This suggests that PAH-like compounds present in urban sediments may play a significant role in the observed mutagenic effects. Our study shows that urban sediments influence mutation rates and alter mutational spectra in exposed organisms, potentially compromising genomic stability and shaping evolutionary trajectories. Additionally, we show that comparatively analysing mutational spectra may provide valuable insights into mutational processes. These genetic changes may have profound long-term effects on population dynamics and ecosystem health, underscorin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,bioRxiv (preprint)
bio_827f51d36cd7,Microlitter pollution in the marine environment and preliminary evidences of  in vitro  cytotoxic effects on two Mediterranean commercial fish species,"A Miccoli *, E Mancini, PR Saraceni, G Della Ventura, G Scapigliati, S Picchietti",10.1101/2021.11.10.468019,2021-11-10,2021,"Marine litter, which is composed mainly of plastics, is recognized as one of the most serious threats to marine ecosystems and a global environmental concern. Microplastics (MPs) densities were estimated in all environmental compartments: marine organisms are highly exposed to and ingest them, resulting in disruption of biological functions. Ecotoxicological approaches have also started elucidating the potential severity of MPs in controlled laboratory studies, but the commercially-available and pristine materials employed hardly reflect the actual composition of the environmental litter, which can be contaminated by chemical pollutants or biological agents. Building on the lack of research employing marine environmental MPs or microlitter as a whole, we characterized the quantity and quality of litter in the coastal epipelagic and in the digestive tract of two commercially-relevant fish species, and exposed primary cell cultures of mucosal and lymphoid organs to marine microlitter. A concentration of 0.30 ± 0.02 microlitter items m -3  was found in the water column of the Northern Tyrrhenian sea. μFT-IR analysis revealed that particles of plastic origin, namely polypropylene, HDPE and polyamide, were present in 100% and 83.3% of  M. merluccius  and  M. barbatus  stomachs, respectively, which overall ingested 14.67 ± 4.10 and 5.50 ± 1.97 items. Microlitter was confirmed as a vector of bacteria, fungi and flagellates. Lastly, and for the first time, the apical end-point of viability was significantly reduced in splenic cells exposed  in vitro  to two microlitter conditions. Considering the role of the spleen in the mounting of adaptive immune responses, our results warrant more in-depth investigations for clarifying the actual susceptibility of the biota to anthropogenic microliter. 0.30 ± 0.02 microlitter items m -3  was found in the coastal epipelagic Northern Tyrrhenian sea 14.67 ± 4.10 and 5.50 ± 1.97 items were retrieved from hake and mullet stomach contents A s",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,bioRxiv (preprint)
bio_a721d9b67052,Co-exposure to Polyethylene Fiber and  Salmonella enterica  Typhimurium Alters Microbiome and Metabolome of  in vitro  Chicken Cecal Mesocosms,"Chamia C. Chatman, Elena G. Olson, Allison J. Freedman, Dana K. Dittoe, Steven C. Ricke, Erica L-W. Majumder *",10.1101/2023.11.22.568320,2023-11-22,2023,"Humans and animals encounter a summation of exposures during their lifetime (the exposome). In recent years, the scope of the exposome has begun to include microplastics. Microplastics (MPs) have increasingly been found in locations where there could be an interaction with  Salmonella enterica  Typhimurium, one of the commonly isolated serovars from processed chicken. In this study, the microbiota response to a 24-hour co-exposure to  Salmonella enterica  Typhimurium and/or low-density polyethylene (PE) microplastics in an  in vitro  broiler cecal model was determined using 16S rRNA amplicon sequencing (Illumina) and untargeted metabolomics. Community sequencing results indicated that PE fiber with and without  S.  Typhimurium yielded a lower  Firmicutes/Bacteroides  ratio compared to other treatment groups, which is associated with poor gut health, and overall had greater changes to the cecal microbial community composition. However, changes in the total metabolome were primarily driven by the presence of  S.  Typhimurium. Additionally, the co-exposure to PE Fiber and  S . Typhimurium caused greater cecal microbial community and metabolome changes than either exposure alone. Our results indicate that polymer shape is an important factor in effects resulting from exposure. It also demonstrates that microplastic-pathogen interactions cause metabolic alterations to the chicken cecal microbiome in an  in vitro  chicken cecal model. Researching the exposome, a summation of exposure of one’s lifespan, will aid in determining the environmental factors that contribute to disease states. There is an emerging concern that microplastic-pathogen interactions in the gastrointestinal tract of broiler chickens may lead to an increase in  Salmonella  infection across flocks and eventually increased incidence of human salmonellosis cases. In this research article, we elucidated the effects of co-exposure to polyethylene microplastics and  Salmonella enterica  serovar Typhimurium on",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,bioRxiv (preprint)
bio_16b70cc46cb4,"First evidence of  in vitro  cytotoxic effects of marine microlitter on  Merluccius merluccius  and  Mullus barbatus , two Mediterranean commercial fish species","A Miccoli *, E Mancini, PR Saraceni, G Della Ventura, G Scapigliati, S Picchietti",10.1101/2021.11.10.468019,2021-11-10,2021,"Marine litter is composed mainly of plastics and is recognized as a serious threats to marine ecosystems. Ecotoxicological approaches have started elucidating the potential severity of microplastics (MPs) in controlled laboratory studies with pristine materials but no information exist on marine environmental microlitter as a whole. Here, we characterized the litter in the coastal Northern Tyrrhenian sea and in the stomach of two fish species of socio-economic importance, and exposed primary cell cultures of mucosal and lymphoid organs to marine microlitter for evaluating possible cytotoxic effects. An average of 0.30 ± 0.02 microlitter items m -3  was found in water samples. μFT-IR analysis revealed that plastic particles, namely HDPE, polyamide and polypropylene were present in 100% and 83.3% of  Merluccius merluccius  and  Mullus barbatus  analyzed, which overall ingested 14.67 ± 4.10 and 5.50 ± 1.97 items/individual, respectively. Moreover, microlitter was confirmed as a vector of microorganisms. Lastly, the apical end-point of viability was found to be significantly reduced in splenic cells exposed  in vitro  to two microlitter conditions. Considering the role of the spleen in the mounting of adaptive immune responses, our results warrant more in-depth investigations for clarifying the actual susceptibility of these two species to anthropogenic microlitter. 0.30 ± 0.02 microlitter items m -3  were found at the surface of coastal Northern Tyrrhenian sea 14.67 ± 4.10 and 5.50 ± 1.97 items/individual were retrieved from the stomach of hakes and mullets The ingested microlitter contained plastic items Microlitter was validated as a carrier of bacteria, fungi and flagellates Splenic cells exposed to two microlitter conditions for 72 hours suffered cytotoxicity",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,bioRxiv (preprint)
bio_5b6e756c6e86,Effects of Different Microplastics on Nematodes in the Soil Environment: Tracking the Extractable Additives using an Ecotoxicological Approach,"Shin Woong Kim *, Walter R. Waldman, Matthias C. Rillig",10.1101/2020.07.07.192278,2020-07-07,2020,"With an increasing interest in the effects of microplastic in the soil environment, there is a need to thoroughly evaluate potential adverse effects of these particles as a function of their characteristics (size, shape, and composition). In addition, extractable chemical additives from microplastic have been identified as an important toxicity pathway in the aquatic environment. However, we currently know little about effects of such additives in the soil environment. In this study on nematodes ( Caenorhabditis elegans ), we adopted an ecotoxicological approach to assess the potential effects of thirteen different microplastics with different characteristics and extractable additives. We found that toxic effects appear to increase in the order of low-density polyethylene (LDPE) film < polypropylene (PP) fragments < high-density polyethylene (HDPE) fragments ≈ polystyrene (PS) fragments < polyethylene terephthalate (PET) fragments ≈ polyacrylicnitrile (PAN) fibers. Acute toxicity was mainly attributed to the extractable additives: when the additives were extracted, the toxic effects of each microplastic disappeared in the acute soil toxicity test. The harmful effects of LDPE film and PAN fibers increased when the microplastics were maintained in soil for a long-term period with frequent wet-dry cycles. We here provide clear evidence that microplastic toxicity in the soil is highly related to particle characteristics and extractable additives. Our results suggest that future experiments consider extractable additives as a key explanatory variable. Abstract art/Table of contents",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,bioRxiv (preprint)
bio_bf9b024d83c9,"Chronic Exposure to Nanoplastics Alters Stem Cell Type-Specific Mechanisms, Promoting Cancer Development","Irene Barguilla, Laura Billon †, Kevin Geistlich †, Javier Gutiérrez, Raquel Egea, Laura Rubio, Sandrine Jeanpierre, Alba Hernández, Boris Guyot *, Véronique Maguer-Satta *",10.64898/2026.01.21.700811,2026-01-21,2026,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bioRxiv (preprint)
bio_e0622c9c764b,PET-Microplastics Trigger Endothelial Glycocalyx Loss via ER Stress and ROS Unleashing IL-1β-Driven SMC Switching and Early Aortic Structural Impairment,"Weixue Huo, Jin Qu, Sen Wang, Mengwei He, Zhaoxiang Zeng, Deping Kong, Lushun Yuan *, Rui Feng *",10.1101/2025.09.22.677783,2025-09-22,2025,"Polyethylene terephthalate microplastics (PET-MPs), a major microplastics component identified in human vasculature, pose emerging environmental health risks. This study systemically profiled MPs in human aortic tissues and investigated the mechanisms underlying PET-MPs-induced aortic injury in vivo and in vitro. Chronic oral exposure of Sprague-Dawley rats to PET-MPs (1.0-100 mg/L) resulted in endothelial glycocalyx loss and structural impairment of aortic elastic fibers, with MPs accumulating within aortic endothelial cells. Transcriptomic and biochemical analyses revealed that PET-MPs triggered endoplasmic reticulum stress (ERS) and reactive oxygen species (ROS) generation in human aortic endothelial cells (HAECs), driving glycocalyx degradation and NF-κB-mediated inflammation. Proteomic profiling identified endothelial-derived IL-1β as a key mediator, which subsequently induced phenotypic switching in human aortic smooth muscle cells (HASMCs) in vitro. Pharmacological inhibition of ERS (TUDCA), ROS (NAC), or IL-1β (Canakinumab) attenuated this pathogenic cascade. Crucially, restoration of the glycocalyx using Sulodexide mitigated endothelial dysfunction and downstream HASMC phenotypic switching. These findings establish endothelial glycocalyx degradation via ERS-ROS as a novel mechanism for PET-MPs-induced vascular injury and highlight glycocalyx protection as a potential strategy against environmental microplastic hazards.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,bioRxiv (preprint)
med_b83bd8236e75,Polyethylene and Polyvinyl Chloride Nanoplastics Accelerate Atherosclerosis Through Distinct Smooth Muscle Cell Phenotypes,"Siwen Zheng, Wenduo Gu, Quanyi Zhao, Yoko Kojima, Kaylin C. A. Palm, Michal Mokry, Kai-Uwe Jarr, Hua Gao, Isabella Damiani, Guyu Qin, Gurmenjit Bahia, Sugandha Basu, Ramendra Kundu, Matthew Worssam, William Jackson, Alexa Berezowitz, Chad Weldy, Paul Cheng, Gerard Pasterkamp, Nicholas J. Leeper, Juyong Brian Kim *",10.64898/2026.02.10.26345390,2026-02-10,2026,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medRxiv (preprint)
bio_ae9f3bb46f4c,Lung organoids and microplastic fibers: a new exposure model for emerging contaminants,"Anna Winkler *, Nadia Santo, Laura Madaschi, Alessandro Cherubini, Francesco Rusconi, Lorenzo Rosso, Paolo Tremolada, Lorenza Lazzari, Renato Bacchetta",10.1101/2021.03.07.434247,2021-03-07,2021,"Three-dimensional (3D) structured organoids are the most advanced  in vitro  models for studying human health effects, but they have been applied only once to evaluate the biological effects associated with microplastic exposure. Fibers from synthetic clothes and fabrics are a major source of airborne microplastics, and their release from dryer machines is still poorly understood. In this study, we aimed to establish an  in vitro  organoid model of human lung epithelial cells to evaluate its suitability for studying the effects of airborne microplastic contamination on humans. Furthermore, we aimed to characterize the microplastic fibers (MPFs) released in the exhaust filter of a household dryer and to test their interactions and inflammatory effects on the established lung organoids. The polyester fibers emitted from the drying of synthetic fabrics were collected. Morphological characterization of the fibers released into the air filter was performed by optical microscopy and scanning electron microscopy (SEM)/energy dispersive x-ray spectroscopy (EDS). The organoids were exposed to various MPF concentrations (1, 10, and 50 mg L −1 ) and analyzed by optical microscopy, SEM, and confocal microscopy. Gene expression analysis of lung-specific genes, inflammatory cytokines, and oxidative stress-related genes was achieved by quantitative reverse transcription–polymerase chain reaction (qRT-PCR). We successfully cultured organoids with lung-specific genes. The presence of MPFs did not inhibit organoid growth, but polarized cell growth was observed along the fibers. Moreover, the MPFs did not cause inflammation or oxidative stress. Interestingly, the MPFs were coated with a cellular layer, resulting in the inclusion of fibers in the organoid. This work could have potential long-term implications regarding lung epithelial cells undergoing repair. This preliminary exposure study using human lung organoids could form the basis for further research regarding the toxicological",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,bioRxiv (preprint)
bio_478c1d657c54,Application-dependent assessment of the human exposure potential to microplastics,"Michelle Klein *, Bernd Giese",10.1101/2025.09.29.679164,2025-09-29,2025,"The presence of microplastic in the environment has become a matter of significant concern regarding its impact on the food chain and, moreover, human health. The potential ways in which humans may be exposed to microplastic include ingestion, inhalation, or dermal contact. To facilitate initial estimates of the potential for human exposure, a model has been developed that incorporates all of the major stages in the transfer of microplastic from its sources to direct human contact. Due to the scarcity of data available, a simplified gradation of exposure probability has been applied. Building on the results of published mass flow models for microplastics, the model is based on normalized values for the release of microplastics from different types of applications into environmental compartments, also considering the degradation of macroplastic. Published data investigating the contamination of different foods and beverages are evaluated, and the inhalation probability is assessed using air pollution data and breathing rates. In the final step, the potential for resorption through the gastrointestinal and the respiratory tract is estimated. The results obtained from this modelling indicate a high exposure potential for microplastic from tire wear via outdoor air and for various PET applications via indoor air. Furthermore, the results demonstrate a high potential for exposure via ingestion of food for plastics used in agriculture. The model’s results represent an initial attempt to estimate exposure probabilities for humans across all application categories of plastics and the most common polymers, taking into account the uncertainty of current research.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bioRxiv (preprint)
bio_8f4677206e82,Inhalable textile microplastic fibers impair airway epithelial growth,"F. van Dijk, S. Song, G.W.A van Eck, X. Wu, I.S.T. Bos, D.H.A. Boom, I.M. Kooter, D.C.J. Spierings, R. Wardenaar, M. Cole, A. Salvati, R. Gosens, B.N. Melgert *",10.1101/2021.01.25.428144,2021-01-25,2021,"Synthetic textiles shed fibers that accumulate indoors and this results in continuous exposure when indoors. High exposure to microplastic fibers in nylon flock workers has been linked to the development of airway and interstitial lung disease, but the exact health effects of microplastic fibers on the lungs are unknown. Here we determined effects of polyester and nylon textile microplastic fibers on airway and alveolar epithelial cells using human and murine lung organoids. We observed that particularly nylon microfibers had a negative impact on the growth and development of airway organoids. We demonstrated that this effect was mediated by components leaking from nylon. Moreover, our data suggested that microplastic textile fibers may especially harm the developing airways or airways undergoing repair. Our results call for a need to assess exposure and inhalation levels in indoor environments to accurately determine the actual risk of these fibers to human health. Airborne fibers shed from synthetic textiles, in particular nylon, can inhibit repair of the cells coating the airways",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,bioRxiv (preprint)
bio_9297271e7128,Developmental toxicity of pre-production plastic pellets affects a large swathe of invertebrate taxa,"Eva Jimenez-Guri *, Periklis Paganos, Claudia La Vecchia, Giovanni Annona, Filomena Caccavale, Maria Dolores Molina, Alfonso Ferrández-Roldán, Rory Daniel Donnellan, Federica Salatiello, Adam Johnstone, Maria Concetta Eliso, Antonietta Spagnuolo, Cristian Cañestro, Ricard Albalat, José María Martín-Durán, Elizabeth A. Williams, Enrico D’Aniello, Maria Ina Arnone",10.1101/2024.01.10.574808,2024-01-10,2024,"Microplastics pose risks to marine organisms through ingestion, entanglement, and as carriers of toxic additives and environmental pollutants. Plastic pre-production pellet leachates have been shown to affect the development of sea urchins and, to some extent, mussels. The extent of those developmental effects on other animal phyla remains unknown. Here, we test the toxicity of environmental mixed nurdle samples and new PVC pellets for the embryonic development or asexual reproduction by regeneration of animals from all the major animal superphyla (Lophotrochozoa, Ecdysozoa, Deuterostomia and Cnidaria). Our results show diverse, concentration-dependent impacts in all the species sampled for new pellets, and for molluscs and deuterostomes for environmental samples. Embryo axial formation, cell specification and, specially, morphogenesis seem to be the main processes affected by plastic leachate exposure. Our study serves as a proof of principle for the potentially catastrophic effects that increasing plastic concentrations in the oceans and other ecosystems can have across animal populations from all major animal superphyla.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,bioRxiv (preprint)
bio_6052ee876c9a,Osmoregulation affects elimination of microplastics in fish in freshwater and marine environments,"Hilda Mardiana Pratiwi *, Toshiyuki Takagi, Suhaila Rusni, Koji Inoue",10.1101/2024.10.09.617352,2024-10-09,2024,"In recent decades, microplastics (MPs) have emerged as one of the biggest environmental challenges in aquatic environments. Ingestion and toxicity of MPs in seawater (SW) and freshwater (FW) fish have been studied extensively both in field and laboratory settings. However, the basic mechanism of how fish deal with MPs in SW and FW remains unclear, although physiological conditions of fish differ significantly in the two environments. In this study, using Javanese medaka ( Oryzias javanicus ), a euryhaline fish which adapts readily to both SW and FW, we investigated elimination of MPs in fish in SW and FW environments. We exposed  O. javanicus  larvae (21 days post-hatching) to 0.25 mg/L of fluorescent polystyrene microspheres (1 µm) for 24 h and then conducted an elimination test for up to 5 days. The results showed that the gut retention time (GRT) of MPs is longer in FW than in SW, indicating that MP elimination occurs more quickly in SW than in FW. However, despite shorter GRTs, higher numbers of MPs tended to be retained for a longer period in SW larvae than FW larvae. Subsequently, using a fluorescent marker, gastrointestinal fluid was found to move more rapidly in the SW group. This finding indicates that water drinking accelerates gastrointestinal fluid movement, which moves MPs through the gut in SW larvae. Beside the difference in physiological conditions, MP elimination was faster when food was available, suggesting that feeding also affects MP elimination in fish. Internal factors such as body size and intestine length were also examined, but indicated no significant difference between SW and FW. Therefore, osmoregulation and feeding both influence MP elimination in fish.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,bioRxiv (preprint)
