doc_id,title,authors,doi,pub_date,year,abstract
PMC12845809,From Kitchen to Cell: A Critical Review of Microplastic Release from Consumer Products and Its Health Implications,"Zia Ur Rehman, Jing Song, Paolo Pastorino, Chunhui Wang, Syed Shabi Ul Hassan Kazmi, Chenzhe Fan, Zulqarnain Haider Khan, Muhammad Azeem, Khadija Shahid, Dong-Xing Guan, Gang Li",10.3390/toxics14010094,2026-01-20,2026,"Microplastics (MPs) are pervasive environmental pollutants, widely distributed from aquatic ecosystems to the terrestrial food chain, and represent a potential route of human exposure. Although several reviews have addressed MP contamination, a critical synthesis focusing on pathways through which consumer goods directly enter food and beverages, along with corresponding industry and regulatory responses, is lacking. This review fills this gap by proposing the direct release of MPs from common sources such as food packaging, kitchen utensils, and household appliances, linking the release mechanisms to human health risks. The release mechanisms of MPs under thermal stress, mechanical abrasion, chemical leaching, and environmental factors, as well as a risk-driven framework for MP release, are summarized. Human exposure through ingestion is the predominant route, while inhalation and dermal contact are additional pathways. In vitro and animal studies have associated MP exposure to inflammatory responses and oxidative stress, neurotoxicity, and genomic instability as endpoints, though direct causal evidence in humans remains lacking, and extrapolation from model systems necessitates caution. This review revealed that dietary intake from kitchen sources is the primary pathway for MP exposure, higher than the inhalation pathway. Most importantly, this review critically sheds light on the initiatives that should be taken by industries with respect to global strategies and new policies to alleviate these challenges. However, while there has been an upsurge in research commenced in this area, there are still research gaps that need to be addressed to explore food matrices such as dairy products, meat, and wine in the context of the supply chain. In conclusion, we pointed out the challenges that limit this research with the aim of improving standardization; research approaches and a risk assessment framework to protect health; and the key differences between MP and nanoplast"
PMC12846036,Portable Multichannel Measurement System for Real-Time Microplastics Assessment Using Microwave Sensors,"André Barrancos, Diogo Rosinha, Jorge Assis, Luís S. Rosado",10.3390/s26020669,2026-01-19,2026,"This paper presents a multichannel electronics measurement system that uses microwave sensors to perform real-time microplastics assessment in aqueous environments. The system is capable of simultaneously reading up to four microwave sensors, enabling the use of multiple sensors that target microplastic particles with different sizes and properties. The multichannel capability allows the measurement of multiple MW sensors integrated with different microfluidic channel designs while targeting different MPs’ dimension ranges, although experimental validation in this work was limited to a single sensor. Each readout channel is implemented combining radio-technology-integrated circuits with a microprocessor that has advanced analog peripherals used for signal conditioning and acquisition. An ADF4351 wideband frequency synthesizer is used for excitation signal generation while an ADL5902 power detector converts the sensor output to a DC voltage. Baseline removal and amplification of the power detector output is realized with a MSP430FR2355 microprocessor which is also responsible for its acquisition at 40 kHz and digital decimation. Characterization results show the system’s capability to generate excitation signals between 700 MHz and 3.5 GHz with power levels around 0 dBm. Sensor output can be detected with a power between −50 dBm and −5 dBm and a 230 Hz bandwidth. A compact form factor of 15 cm × 10 cm × 3 cm was realized together with a low power consumption of 6.6 W. Validation was realized with a previously developed microwave sensor, demonstrating the detection of polyethylene spheres with 400 μm diameters animated in 10 mL/min flux within the microfluidics device."
PMC12846062,Associations of Fecal Microplastics with Oxidative Damage and Cardiopulmonary Function: Evidence from a Pilot Study,"Lili Xiao, Wenfeng Lu, Lan Qiu, Shuguang Wang, Jiayi Li, Jiayi Lai, Zhixuan Ji, Xiaoliang Li, Yun Zhou",10.3390/toxics14010075,2026-01-14,2026,"The ubiquity of microplastics (MPs) in the environment has raised significant concerns, yet their potential impacts on human health are not fully elucidated. This study aimed to quantify human exposure to MPs in feces and evaluate their associations with oxidative stress and cardiopulmonary function. A panel study was conducted in 16 male college students with three-round visits. Fecal MPs were quantified using infrared micro-spectroscopy, and health effects were assessed through urinary biomarkers of oxidative damage (MDA and 8-OHdG) and cardiopulmonary function tests. Associations between MP exposure and health outcomes were analyzed using linear mixed-effect models. We found that fecal MP amount across 48 samples from 16 participants showed high intra-individual variation and poor reproducibility (ICCs < 0.4). MPs in feces were predominantly identified as sheets and fragments in the 100–200 μm size range, with polyamide (PA), polyester, polyethylene (PE), and polypropylene as the primary polymer types. Significant relationships were observed between fecal MP amount and oxidative damage biomarkers. Each one-unit increase in MPs corresponded to a 0.827 increase in MDA (95% CI: 0.116, 1.54) and a 1.11 increase in 8-OHdG (95% CI: 0.235, 1.98), with fibrous shapes and specific polymers (PE and PA) being the primary drivers. No significant associations were found between MP exposure and lung function or blood pressure. These findings indicated that MP exposure was significantly linked to increased oxidative damage, highlighting a pressing public health concern regarding their subclinical biological effects."
PMC12847442,Long-term plastic mulching exacerbates the co-limitation of carbon and phosphorus in farmland by altering physicochemical properties and microbial interactions,"Tong Xu, Shuang Zheng, Xinqu Duo, Zhonghua Hou, Jinggui Wu",10.3389/fmicb.2025.1694370,2026-01-14,2026,"Prolonged plastic film mulching causes plastic residue accumulation and microplastic (MP) formation, compromising soil structure and causing contamination. This study examined mulching duration effects (0, 5, 10, 15 years) on soil MPs, physicochemical properties, microbial communities, and nutrient limitations at 0–20 cm and 20–40 cm depths in maize soils of western Jilin, China. Mulching duration significantly increased MP abundance. Film-like MPs dominated, progressively fragmenting into smaller sizes over time. Long-term mulching enhanced soil moisture and EC (Electrical Conductivity) but decreased SOC (Soil Organic Carbon) and TN (Total Nitrogen), while increasing TP (Total Phosphorus) and AP (Available phosphorus). Microbial responses diverged: bacterial diversity and network complexity rose with enhanced cooperation, whereas fungal networks showed intensified competition. Extracellular enzyme stoichiometry indicated aggravated microbial co-limitation by C (Carbon) and P (Phosphorus), driven by MP-induced SOC depletion and altered P dynamics. SEM (Structural Equation Modeling) revealed that plastic mulching directly altered soil physicochemical properties through MPs accumulation, while indirectly regulating microbial community composition, ultimately exacerbating C-P co-limitation in microbial metabolism. The study highlights soil health risks from long-term mulching and highlights the necessity to seek alternatives such as biodegradable films to mitigate soil health risks associated with long-term plastic mulching."
PMC12851477,Considering ecological traits of fishes to understand microplastic ingestion across Pacific coastal fisheries,"Jasha Dehm *, Kelly Thomas Brown, Eseta Drova, Rufino Varea, Joycinette Vosumbe Botleng, Siutiti Fe’ao, Lavata Nivaga, Laura Williams, Brian L. Stockwell, Salanieta Kitolelei, Cherie Morris, Nanise Kuridrani, June Brian Molitaviti, Vailala Matoto, Lotokufaki Paka Kaitua, Semese Alefaio, Hudson Feremaito, Krishna Kumar Kotra, Amanda Kirsty Ford",10.1371/journal.pone.0339852,2026-01-28,2026,"Coastal fisheries are essential to Pacific Island communities, providing vital nutrition, livelihoods, and cultural value, yet microplastic (MP) contamination poses a growing threat to both ecosystem and human health. This study presents a regional assessment of microplastic contamination in coastal fish across four Pacific Island Countries and Territories (Fiji, Tonga, Tuvalu, and Vanuatu), based on the compilation of four methodologically standardized datasets, enabling us to evaluate whether regional patterns of contamination are linked to the ecological traits of fish. A total of 878 fish from 138 species were analysed to reveal widespread ingestion (32.7% prevalence; 0.76 ± 0.05 MPs/individual), with Fiji exhibiting the highest contamination (74.5% frequency). Reef-associated invertivores such as  Lethrinus harak  showed elevated risks (80% contaminated in Fiji), driven by fiber-dominated particles (65–95%), while ecological traits (benthic feeding, reef habitats) increased exposure compared to nearshore pelagic species. Disparities emerged between nations, with Fiji’s sites exceeding global averages despite remoteness, whereas Vanuatu’s low fish contamination suggests restricted dispersal, successful waste management influences, or differential bioaccumulation pathways. Polypropylene, polyethylene, polyethylene terephthalate, and nylon were the dominant (~11–43%) polymer types across all countries. The findings highlight the essential need to incorporate the Pacific Island data into global pollution assessments to better represent tropical Pacific marine ecosystems. This work establishes a standardized baseline for microplastics in the Pacific coastal fish, providing a framework to guide future research on ecological impacts while highlighting the need to integrate these data into regional and global plastics negotiations. The study underscores the importance of expanding monitoring to underrepresented PICTs to better understand contamination drivers in island"
PMC12863054,Vinyl chloride oligomers: On the road to understand the potential toxicity of PVC nanoplastics,"Esperanza Quevedo, Emiliano Perez-Sanchez *, Alexis Caballero, Ana Martínez",10.1371/journal.pone.0339850,2026-01-12,2026,"On the road to understand the toxicity of nanoplastics, it is important to determine their capacity to interact with other molecules, as this is the first condition that must be met. In particular, polyvinyl chloride (PVC) is a versatile plastic widely used in construction. It can be degraded producing micro and nanoplastics, which can be formed when PVC pipes are cut during the manufacturing of products. PVC is considered to be one of the most toxic plastics, so it is important to analyze potential detrimental effects. This is the main aim of this research. On the basis of Density Functional Theory calculations, we investigated different vinyl chloride oligomers (as models of PVC nanoplastics). Degradation energies, electron donor acceptor capacities to analyze possible oxidation reactions, and interaction energies with different molecules were calculated. The vinyl chloride oligomers used in this investigation are saturated and monounsaturated. This is important since monounsaturated variant is dominant in experimental conditions. We found that none of the oligomers are good electron donors or acceptors. We also investigated different oligomers interacting with ciprofloxacin and •OOH. The interaction energies with ciprofloxacin and •OOH are negative or less than 13 kcal/mol, indicating weak interactions. This theoretical investigation indicates that vinyl chloride oligomers are not expected to be reactive or toxic, considering the electron transfer and the interaction energies with other molecules."
PMC12863634,Nanoplastic concentration and potential transport in the Arctic Ocean,"Huiwen Cai, Charlotte Carrier-Belleau, Caroline Guilmette, Philippe Massicotte, Adèle Luthi-Maire, Julien Gigault",10.1038/s44454-025-00024-y,2026-01-09,2026,"Plastic contamination in the Arctic originates from local anthropogenic activities and long-range transport mediated by oceanic and atmospheric circulation, with nanoplastics representing a major emerging concern. Yet, quantitative data on their environmental distribution remain scarce. Here, we present the first multi-matrix, multi-site, and multi-year assessment of nanoplastics distribution in the Arctic Ocean. We found that polystyrene, polypropylene, and polyethylene nanoplastics are widely distributed across different matrices from the Svalbard region to the central Arctic Ocean. The total concentrations of polystyrene and polypropylene ranging from 10 up to 900 ng L⁻¹. Coastal areas may be more influenced by local human activities, whereas remote regions are likely affected by atmospheric transport and inputs associated with the Transpolar Drift. The extent to which each source contributes remains uncertain and may vary spatially. Differences in distribution across environmental matrices were also observed, with higher concentrations in snow and surface ice than at the ice-sea interface. The sea ice act as a temporary reservoir and secondary source of nanoplastics through redistribution processes across the snow-ice-seawater interface. These findings indicate the necessity for multi-scale, multi-temporal, and multi-spatial investigations, which are crucial for understanding the sources, transport pathways, and environmental fate of nanoplastics within the Arctic ecosystem."
PMC12865178,Toxic effects of larger sized polyethylene microplastics on cucumber root secretion and oxidative stress,"Wei Liu, Jia Huang, Fang Feng, Cun Liang, Sashuang Rong, Cheng Ji, Duo Li, Shutao Wang",10.1038/s41598-025-25800-z,2026-02-02,2026,"The online version contains supplementary material available at 10.1038/s41598-025-25800-z. Microplastics (MPs) are widely present in soil and have toxic effects on plants. However, larger particle sizes on the physiological growth characteristics and root exudates of plants remain poorly understood. A hydroponic experiment was conducted with 25 μm polyethylene to explore the toxic effects on the development, root exudates and physiological properties of cucumber. The findings demonstrated that 25 μm PE inhibited plant growth by blocking the lateral roots’ development gap and accumulating on the surface of cucumber root. Both medium and high concentrations of PE adversely affected the root growth of cucumber, and significantly reducing the content of malondialdehyde (MDA) and chlorophyll, decreasing fruit yield, and altering the release of low molecular weight organic acids (LMWOA). Inhibition was most significant at PE concentrations of 80 mg/L. Correlation analysis showed that LMWOA was closely related to plant physiological growth. This study is helpful to elucidate the regulatory mechanism of LMWOA on the accumulation of large-sized MPs in the roots of edible vegetables and offers valuable insights into assessing the potential threats posed by MPs contamination to crops and vegetables."
PMC12865289,Deep geological disposal of plastic waste: Pros and cons,Hayk Minasyan *,10.12688/f1000research.149702.3,2026-01-14,2026,"Plastic waste accumulation is a global environmental issue. Current methods (recycling, incineration, landfilling, etc.) are not a sustainable long-term solution and so far they cannot prevent continuous accumulation of plastic waste worldwide. This article introduces the concept of deep geological disposal (DGD) of plastic waste as an alternative strategy. The concept principally differs from the traditional landfilling. In the latter, plastic waste is affected by chemical, physical, and microbial factors that cause plastic fragmentation and environmental leakage. On the contrary, DGD isolates plastic waste in abandoned mines, quarries and caves, ensuring safe long-term containment of the waste and the possibility of its reuse as a raw material in the future. Another advantage of DGD is that these geological structures usually have transport infrastructure and storage facilities, and, as a result, they offer a more controlled environment with reduced risk of leachate, microplastic dispersion, and surface pollution. The paper discusses the practical, economic, and environmental aspects of the concept of DGD of plastic waste. The proposal does not offer to replace other available mechanisms of plastic waste management, it presents DGD as a complementary and potentially effective method for addressing non-recyclable and mismanaged plastic waste worldwide."
PMC12838143,Transcriptome and Gene Family Analyses Reveal the Physiological and Immune Regulatory Mechanisms of  Channa maculata  Larvae in Response to Nanoplastic-Induced Oxidative Stress,"Ziwen Yang, Dandan Gao, Yuntao Lu, Yang Zou, Yueying Deng, Luping Liu, Qing Luo, Haiyang Liu, Shuzhan Fei, Kunci Chen, Jian Zhao, Mi Ou",10.3390/antiox15010125,2026-01-19,2026,"The increasing accumulation of plastic debris in aquatic environments has raised concerns about the ecotoxicological effects of polystyrene nanoplastics (PSNPs). This study examined PSNPs toxicity during a critical developmental stage by exposing 15 days post-fertilization (dpf) larvae of blotched snakehead ( Channa maculata ), an economically important freshwater fish, to PSNPs concentrations of 0.05–20 mg/L for 15 days. Histopathological analysis showed concentration-dependent damage, including hepatocellular vacuolization (5–10 mg/L) and hepatic sinusoidal dilation (20 mg/L) in the liver, alongside intestinal injuries ranging from villus erosion to rupture (5–20 mg/L). Biochemically, PSNPs triggered a biphasic oxidative response, where superoxide dismutase (SOD) and catalase (CAT) activities peaked at 5 mg/L before declining, while malondialdehyde (MDA) levels exhibited an opposite trend. Transcriptomic analysis and Quantitative real-time PCR (qRT-PCR) indicated that PSNPs disrupted growth, energy metabolism, and immune regulation in  C. maculata  larvae, evidenced by the dysregulation of growth hormone/insulin-like growth factor (GH/IGF) axis genes and up-regulation of immune-related genes. Furthermore, Weighted Gene Co-expression Network Analysis (WGCNA) identified the heterogeneous nuclear ribonucleoproteins ( HNRNP ) gene family as hub genes from the key turquoise module, suggesting that PSNPs interfere with RNA processing and post-transcriptional control. In summary, PSNPs caused multi-level toxicity in  C. maculata  larvae, providing new insights into their ecotoxicological hazards in freshwater ecosystems."
PMC12863645,Microplastic pollution induces algae blooms in experimental ponds but bioplastics are less harmful,"Scott G. Morton, Gabriel Vucelic-Frick, Jonathan R. Dickey, Bhausaheb S. Rajput, Cody J. Spiegel, Dahlia A. Loomis, Sara L. Jackrel, Michael D. Burkart, Jonathan B. Shurin",10.1038/s44458-025-00014-6,2026-01-19,2026,"An ever-growing sea of plastic waste permeates even the most remote ecosystems; however, its ecological impact is unclear. Less persistent bioplastic alternatives are available but also have unknown environmental effects. We conducted a three-month experiment exposing plankton in experimental ponds to 10 concentrations of three different thermoplastic polyurethane microplastics, including two biodegradable bioplastics. Algal blooms with dense chlorophyll occurred consistently at high concentrations of the petroleum-derived thermoplastic polyurethane, but only occasionally with the two bioplastics. Herbivorous zooplankton density was strongly reduced by typical thermoplastic polyurethane and only weakly by bioplastics, therefore the effect on algae is at least partly due to reductions in top-down grazing pressure. Microbial communities exhibited compositional shifts in response to all three plastic types, with petroleum-derived plastic associated with the most pronounced differences across both prokaryotic and eukaryotic domains. Our results show that plastic pollution may contribute to the growing global problems of eutrophication, coastal hypoxia and harmful algae blooms, and that biodegradable plastics may have smaller environmental footprints."
PMC12867957,Global health burdens of plastics: a lifecycle assessment model from 2016 to 2040,"Megan Deeney, Lorie Hamelin, Claire Vialle, Xiaoyu Yan, Rosemary Green, Joe Yates, Suneetha Kadiyala",10.1016/j.lanplh.2025.101406,2026-01-26,2026,"Quantifying human health impacts throughout plastics lifecycles can inform global action against pollution that promotes sustainability across environmental, economic, and health concerns. We combined material flow analysis, using the Plastics-to-Ocean model, with lifecycle assessment (LCA) to quantitatively compare disability-adjusted life-years (DALYs) associated with plastics lifecycles, under different global consumption and waste management scenarios between 2016 and 2040. We estimated global health effects of greenhouse gases, particulate matter, and specific chemical emissions associated with plastics commonly found in municipal solid waste (approximately 64% of global plastics production), from their production, transportation, recycling, end-of-life fates, and those associated with illustrative alternative single-use materials and glass reuse systems. Direct health effects of exposure to chemicals during product use and microplastics and nanoplastics pollution were not included due to the absence of available inventory data. We conducted the LCA using Ecoinvent version 3.8 and 3.10 (cutoff) data and ReCiPe 2016 impact assessment method, updated with Intergovernmental Panel on Climate Change 2021 global warming characterisation factors. We estimated a cumulative 83 million DALYs associated with business as usual (BAU) projections of the global plastics system (2016–40), mainly due to the health burdens of global warming, air pollution, and chemical toxic effect-related disease and premature mortality. Compared with BAU, reducing total global primary plastics production, combined with improving waste collection and disposal, increasing recycling, and replacing specific plastics with alternative materials and reuse systems reduced annual DALYs by 43% (46–23% in material substitution ratio sensitivity analyses) in 2040, but still indicated rising global health burdens over time. Reducing primary plastics production, without material substitution, was the most e"
PMC12780008,Transcriptomic analysis of preimplantation mouse embryos exposed to nanoplastics using RNA sequencing,"Hyeong-Ju You, Yu-Jin Jo, Jeongwoo Kwon, Seung-Bin Yoon, Changsic Youn, Yejin Kim, Man-Jong Kang, Ji-Su Kim",10.1038/s41598-025-29446-9,2026-01-07,2026,"The online version contains supplementary material available at 10.1038/s41598-025-29446-9. The increasing prevalence of nanoplastics (NPs) in the environment has raised concerns regarding their potential risks to ecosystems and human health. NP exposure has been shown to interfere with cellular processes; however, their effects on preimplantation embryonic development remain unclear. Given the critical role of zygotic genome activation and early cell cycle progression, disruption during this period can significantly affect embryonic viability. To investigate the molecular effects of polymethylmethacrylate (PMMA)-NPs on early embryonic development, mouse zygotes were exposed to 0.1 or 1 mg/mL PMMA-NPs, and RNA sequencing was performed on four-cell stage embryos. Differential gene expression analysis revealed that 0.1 mg/mL NP exposure affected genes related to DNA damage repair, transcriptional regulation, and cellular homeostasis while 1 mg/mL NP exposure altered the expression of genes associated with apoptotic signaling, cell cycle arrest, and failure of blastocyst formation, suggesting a concentration-dependent effect on developmental progression. Thus, PMMA-NP exposure disrupts early embryonic development by inducing specific transcriptomic changes that potentially affect genome integrity and developmental competency. This study provides new insights into the molecular mechanisms underlying NP-induced embryo toxicity and elucidates the effect of NPs on preimplantation embryo development."
PMC12784119,Impact of Microplastic Exposure on Airway Inflammation in an Acute Asthma Murine Model,"Joon Young Choi, Jung Hur, Yong Suk Jo, Chin Kook Rhee",10.4046/trd.2025.0091,2026-01-01,2026,"Widely distributed in the environment, microplastics (MPs) are increasingly recognized as potential respiratory hazards. While several studies suggest their role in worsening allergic airway diseases, findings remain inconsistent. This study aimed to investigate the immunologic effects of repeated MP exposure in an acute murine model of ovalbumin (OVA)-induced asthma. Female BALB/c mice were assigned to four groups: control with vehicle, control with MPs, OVA-sensitized with vehicle, and OVA-sensitized with MPs. An acute asthma model was established by sensitizing and challenging mice with OVA. Spherical polystyrene MPs of 1−5 μm were administered intranasally at 300 μg daily from day 0 to 21. Lung inflammation was assessed via bronchoalveolar lavage fluid (BALF) analysis, histopathology, cytokine measurements, and macrophage polarization by immunofluorescence. MP exposure did not exacerbate allergic inflammation in OVA-sensitized mice. Instead, it led to reduced eosinophilic infiltration and lower levels of interleukin 5 (IL-5) and IL-13, compared to vehicle-treated OVA mice. In contrast, MP exposure in control mice increased tumor necrosis factor-α and decreased interferon-γ levels, upregulated epithelial alarmins (IL-25 and IL-33), and elevated inflammation scores. Alarmin levels, including IL-25 and IL-33, were elevated by MP exposure in control mice, whereas no significant differences were observed between vehicle- and MP-treated mice in the OVA-sensitized group. Macrophage analysis showed a shift toward M1 polarization only in control mice. While MP exposure aggravated inflammatory responses in healthy lungs, it did not exacerbate airway inflammation in asthmatic mice."
PMC12788301,Recent Advances in Raman Spectral Classification with Machine Learning,"Yonghao Liu, Yizhan Wu, Junjie Wang, Jiantao Qi, Changjing Zhou, Yuhua Xue",10.3390/s26010341,2026-01-05,2026,"Raman spectroscopy is a non-destructive analytical technique based on molecular vibrational properties. However, its practical application is often challenged by weak scattering signals, complex spectra, and the high-dimensional nature of the data, which complicates accurate interpretation. Traditional chemometric methods are limited in handling complex, nonlinear Raman data and rely on tedious, expert-knowledge-based feature engineering. The fusion of data-driven Machine Learning (ML) and Deep Learning (DL) methods offers a robust solution, enabling the automatic learning of complex features from raw data and achieving high-accuracy classification and prediction. The present study employed a structured narrative review methodology to capture the research progress, current trends, and future directions in the field of ML-assisted Raman spectral classification. This review provides a comprehensive overview of the application of traditional ML models and advanced DL architectures in Raman spectral analysis. It highlights the latest applications of this technology across several key domains, including biomedical diagnostics, food safety and authentication, mineralogical classification, and plastic and microplastic identification. Despite recent progress, several challenges remain: limited training data, weak cross-dataset generalization, poor reproducibility, and limited interpretability of deep models. We also outline practical directions for future research."
PMC12800575,"The Role of Soil Microorganisms in Microplastic Biodegradation: Mechanisms, Carbon Preferences, and Ecological Impacts","Mohammad Yaghoubi Khanghahi, Carmine Crecchio, Adriano Sofo, Rosangela Addesso",10.1111/1758-2229.70270,2026-01-14,2026,"Microplastics (MPs) impact soil microorganisms by altering habitats and community structures. However, generalising these effects across polluted environments is challenging, particularly concerning soil carbon's role in biodegradation. This review aims to address crucial knowledge gaps regarding the relationship between soil carbon availability and microbial preferences for MP‐derived polymers. It highlights that, despite being carbon‐based, the unique structures of MPs prevent them from functioning like natural organic matter in the soil. This limitation affects both the degradation process and the ability of soil microorganisms to utilise MPs effectively as a carbon source. Notably, even polymers that are not directly assimilated after MP biodegradation can be transformed by other soil microorganisms into more readily exploitable forms through vital microbial interactions within the soil food web, which play a key role in carbon cycling. Moreover, this review emphasises attention on understanding how the microbial preferences for substrates derived from MPs are influenced by more readily available organic carbon in the soil. Evaluating carbon use efficiency among these communities reveals intricate responses of soil microorganisms to various carbon sources, including those from MPs. Overall, this review underscores the complex interplay between soil microorganisms, carbon sources, and MP pollution."
PMC12803464,Polyester microfibers delay growth of cherry tomato ( Solanum lycopersicum var. cerasiforme ) throughout the lifecycle,"Natasha Djuric, Chelsea M. Rochman, Shelby H. Riskin *",10.1371/journal.pone.0336191,2026-01-14,2026,"Agroecosystems are increasingly recognized as major basins for terrestrial microplastics. Many agricultural practices have led to high loading of plastic mulch films, synthetic microfibers, and other microplastics onto fields. There is demonstrated ability for microplastics to influence soil properties and plant productivity, but these effects are highly variable by species, soil, and life stage. Here, we conduct a lifecycle assessment of how polyester microfibers, a dominant biosolid contaminant, affect the development of cherry tomato ( Solanum lycopersicum var. cerasiforme ) in peaty growing medium. We distinguish the importance of physical and chemical characteristics of microfibers by comparing plants in soil containing microfibers at 0.5% soil weight, or soil watered with leachate isolated from microfibers. We find that polyester microfibers reduce emergence success by 11%, delay flowering and ripening time by several days, and lead to a reduction in biomass in adult plants. However, we observe no effect of chemical additives from microfibers on plant development. We also note a decrease in soil water holding capacity from microfibers. Overall, we conclude that physical microfiber properties or physical/chemical interactions are the likely drivers of biological effects. These findings emphasize that microfibers have impacts beyond mineral soils, and consequences at every stage of plant development."
PMC12823064,Western lifestyle linked to maladaptive trained immunity,"Aurelia Josephine Merbecks, Christabel Mennicken, Dennis Marinus de Graaf, Kateryna Shkarina, Theresa Wagner, Eicke Latz",10.7554/eLife.105835,2026-01-21,2026,"Trained immunity (TI) refers to a state of innate immune cells that, after encountering an initial stimulus and undergoing epigenetic reprogramming and metabolic changes, allows them to respond more effectively to a subsequent challenge. TI yields a survival advantage, particularly in a pathogen-rich context. However, maladaptive TI may damage the host by exacerbating inflammatory diseases. Here we review which aspects of Western lifestyle may contribute to maladaptive TI, including a Western diet, periodontitis, chronic psychological stress, and environmental triggers such as air pollution and microplastics. Finally, we consider lifestyle intervention as a way to prevent or reduce the impact of maladaptive TI."
PMC12825725,"Polyethylene terephthalate microplastics exposure enhances the risk of ulcerative colitis: insights from multiomics integration, machine learning, and molecular docking reveal intestinal toxicity mechanisms","Xueli Yang, Bo Yan, Yu Zhao, Linxiang Zhou, Miao Liu, Gong Chen, Lei Shen, Tao Deng",10.1097/JS9.0000000000003476,2026-01-01,2026,"In recent decades, the widespread use of polyethylene terephthalate (PET) has led to the proliferation of PET microplastics (PET-MPs) in the environment, posing potential threats to human health, including ulcerative colitis (UC). However, the underlying molecular mechanisms remain unclear. Data sourced from public databases were harnessed to predict the targets of PET-MPs and identify UC-related differentially expressed genes. Functional enrichment analyses were conducted to uncover relevant biological pathways. Three machine learning (ML) algorithms were utilized to screen for hub genes associated with PET-MPs-induced UC, followed by the evaluation of these hub genes using eight ML algorithms via SHapley Additive exPlanations (SHAP) analysis. Subsequently, a nomogram was constructed and validated based on a risk prediction model, and single-cell sequencing analysis and molecular docking were performed. An animal model was established via coadministration of 3% dextran sulfate sodium (DSS) and PET-MPs. Western blot analysis was employed to verify the protein expression levels in intestinal tissues. Eleven potential targets related to PET-MPs-induced UC toxicity were identified. Four hub genes (CTSK, NAAA, PDE4B, and PFKFB3) were successfully screened out, exhibiting significant expression disparities in UC samples. The constructed risk prediction model demonstrated high prediction accuracy. Single-cell analysis revealed distinct expression patterns of the hub genes across different cell types, and molecular docking confirmed strong binding affinities between PET-MPs and these genes. Animal experiments revealed that the expression levels of CTSK, PDE4B, and PFKFB3 in the DSS + PET-MPs group were significantly upregulated, while the expression level of NAAA was significantly downregulated, compared with the DSS group. This study offers valuable insights into the molecular mechanisms by which PET-MPs may induce UC, providing a theoretical foundation for understanding "
PMC12831472,Quality Analysis and Detection of Adulterants and Contaminations in Milk/Milk Powder by Raman Spectroscopy,"B. Sudarshan Acharya, Sreerag Nair, Abdul Ajees Abdul Salam",10.1111/1541-4337.70403,2026-01-24,2026,"Milk and milk powder are central to global nutrition, yet remain vulnerable to adulteration and contamination. Adulteration using water, urea, ammonium sulfate, thiocyanates, detergents, melamine, or compositional changes with whey and carbohydrate fillers undermines nutritional quality, reduces consumer confidence, and challenges regulatory control, particularly in infant formula products. A field‐ready analytical platform that is rapid, nondestructive, and capable of multi‐adulterant surveillance is urgently needed across diverse dairy matrices. This review consolidates advances in Raman spectroscopy for milk and milk powder authentication reported from 2015 to early 2025, covering conventional Raman, surface‐enhanced Raman spectroscopy (SERS), Fourier‐transform Raman, hyperspectral Raman imaging, confocal/mapping approaches, and portable systems. We critically evaluate preprocessing and chemometrics such as principal component analysis, partial least squares regression, and partial least squares discriminant analysis, as well as machine‐learning and deep‐learning pipelines for classification and quantification. Species‐specific applications including cow, buffalo, goat, camel, donkey, human breast milk (macronutrients, sex‐linked profiles, microplastics, antibiotics), and milk powder workflows are compared with attention to matrix effects, fluorescence interference, and validation practices. Raman enables chemically specific fingerprints of proteins, lipids, and carbohydrates, whereas common adulterants present diagnostic bands. SERS substrates routinely extend sensitivity to ppm–ppb levels and suppress fluorescence, supporting rapid detection of melamine, urea, ammonium sulfate, thiocyanates, benzoate, and selected antibiotics. Hyperspectral imaging provides spatially resolved maps, differentiating multi‐adulterant mixtures and thermo‐structural behavior in powders. Chemometric models achieve high accuracy for classification and concentration prediction, whereas"
